feature,anova_f,anova_pvalue,mutual_information,random_forest_importance,score_anova_norm,score_mi_norm,score_rf_norm,composite_score,selected
obito_agravo,4.635000747482679,0.032883145172079464,0.23245517558265893,0.02288892676308872,0.013186798117742824,0.6433657155553437,0.1544836426146864,0.2703453854292576,True
grav_melen_flag,0.16758198155516563,0.682838583667496,0.2460568907583962,0.01642194109221176,0.00047674021425946956,0.6849981406552877,0.11050193855421532,0.2653256064745875,True
grav_ench_flag,1.3421965964391183,0.2484403745937939,0.2359887008819297,0.01288549508792724,0.003818584924076646,0.6541812065033574,0.08645071445970061,0.2481501686290449,True
grav_orgao_flag,3.524995326033298,0.0623410795511646,0.21335758937672056,0.01166842364179453,0.010028770200726414,0.5849114090920885,0.07817346151860981,0.22437121360380827,True
mialgia_flag,41.54281179152435,1.4045734874818346e-09,0.17061319292774235,0.014777725929564833,0.11819159843741885,0.45407843247023083,0.09931969873251023,0.22386324321338666,False
exantema_flag,57.55656697757396,2.9123072890120464e-12,0.12829321845256247,0.027053196985842916,0.16375163351164135,0.32454453583987664,0.18280467344513981,0.22370028093221928,False
grav_pulso_flag,0.279106448406759,0.5980479707781587,0.21817852165941898,0.00679105644160301,0.0007940336012483583,0.5996674232842814,0.04500268741915485,0.2151547147682282,False
raca_parda,10.704251007251562,0.0013193430890463236,0.208534755375966,0.0061188947212673294,0.03045415680386729,0.5701495740799836,0.04043134315319915,0.21367835801235002,False
grav_insuf_flag,0.023990025257922362,0.8771131091228161,0.22660201938677038,0.0019753246303278195,6.821301440707367e-05,0.6254502480003193,0.01225109306942128,0.21258985136138256,False
obito_outras_causas,4.582313999267217,0.033877772664159624,0.21585929295845463,0.000801379808304827,0.013036901352820733,0.5925686777264584,0.0042671425284367,0.20329090720257195,False
alrm_liq_flag,0.1152365219102883,0.7347219170564101,0.20654576567590532,0.004410742194881891,0.00032781443453514333,0.5640616312255378,0.02881426794550928,0.1977345712018607,False
grav_conv_flag,0.10259381215769384,0.749173068447621,0.21111101979186486,0.0011585879251095363,0.00029184521350801015,0.5780350601342632,0.006696500266471158,0.19500780187141412,False
raca_preta,46.62245835507639,1.8684357865339266e-10,0.13934987668483512,0.008597204331134554,0.13264347889339673,0.35838699539467467,0.05728622506862804,0.1827722331188998,False
