cluster_intensidade,cluster_perfil,semanas,notificacoes_medias,sintomas_medios,alarme_medio,gravidade_media,atraso_medio
transicao,perfil_intermediario,331,28380.58912386707,0.2810763843051738,0.21064954910721823,0.18974030449238188,6.746926802762282
baixa_transmissao,perfil_basal,1044,23011.298850574713,0.30081867220783665,0.10026032552520599,0.014279993659689611,718.6333107049061
