ANO_SEMANA,NOTIFICACOES,ANO_EPI,SEMANA_EPI,idade_anos,atraso_notificacao_dias,sexo_masc,sexo_fem,gestante,hospitalizado,obito_agravo,obito_outras_causas,criterio_lab,criterio_clinico_epi,criterio_clinico,caso_confirmado_provavel,caso_descartado,caso_inconclusivo,caso_dengue_alarme,caso_dengue_grave,caso_chikungunya,raca_branca,raca_preta,raca_amarela,raca_parda,raca_indigena,febre_flag,mialgia_flag,cefaleia_flag,exantema_flag,vomito_flag,nausea_flag,dor_costas_flag,conjuntvit_flag,artrite_flag,artralgia_flag,petequia_n_flag,leucopenia_flag,laco_flag,dor_retro_flag,diabetes_flag,hematolog_flag,hepatopat_flag,renal_flag,hipertensa_flag,acido_pept_flag,auto_imune_flag,alrm_hipot_flag,alrm_plaq_flag,alrm_vom_flag,alrm_sang_flag,alrm_hemat_flag,alrm_abdom_flag,alrm_letar_flag,alrm_hepat_flag,alrm_liq_flag,grav_pulso_flag,grav_conv_flag,grav_ench_flag,grav_insuf_flag,grav_taqui_flag,grav_extre_flag,grav_hipot_flag,grav_hemat_flag,grav_melen_flag,grav_metro_flag,grav_sang_flag,grav_ast_flag,grav_mioc_flag,grav_consc_flag,grav_orgao_flag,mani_hemor_flag,epistaxe_flag,gengivo_flag,metro_flag,petequias_flag,hematura_flag,sangram_flag,laco_n_flag,plasmatico_flag,evidencia_flag,plaq_menor_flag,con_fhd_flag
000815,2,8,15,180.0,0.5,0.0,1.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002001,25,20,1,,7.16,0.48,0.52,,0.0,,,,,,,,,,,,0.2,0.04,0.04,0.52,0.0,0.92,0.84,0.92,0.48,,,,,,0.72,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.0,0.04,0.08,0.0,0.0,,,,,
002002,9,20,2,,43.44444444444444,0.8888888888888888,0.1111111111111111,,0.0,,,,,,,,,,,,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,1.0,1.0,1.0,0.4,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
002003,11,20,3,,8.0,0.45454545454545453,0.5454545454545454,,0.0,,,,,,,,,,,,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,1.0,0.6363636363636364,1.0,0.6363636363636364,,,,,,0.36363636363636365,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
002004,11,20,4,,2.0,0.5454545454545454,0.45454545454545453,,0.0,,,,,,,,,,,,0.09090909090909091,0.0,0.0,0.9090909090909091,0.0,0.9090909090909091,1.0,1.0,0.0,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
002005,7,20,5,,57.857142857142854,0.2857142857142857,0.7142857142857143,,0.0,,,,,,,,,,,,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,1.0,0.8333333333333334,0.8571428571428571,0.4,,,,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,,,,0.0,
002006,111,20,6,,6.288288288288288,0.43243243243243246,0.5675675675675675,,0.020833333333333332,,,,,,,,,,,,0.2980769230769231,0.04807692307692308,0.028846153846153848,0.5865384615384616,0.0,0.990909090909091,0.7889908256880734,0.9174311926605505,0.46296296296296297,,,,,,0.6296296296296297,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019230769230769232,0.0,0.0,0.05660377358490566,0.0,0.0,,,,0.0,
010019,1,100,19,,1109.0,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010020,3,100,20,,2.6666666666666665,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,
010042,7,100,42,,16.571428571428573,0.2857142857142857,0.7142857142857143,,1.0,,,,,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.7142857142857143,1.0,0.4,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,
