ANO_SEMANA,NOTIFICACOES,idade_anos,atraso_notificacao_dias,sexo_masc,sexo_fem,gestante,hospitalizado,obito_agravo,obito_outras_causas,criterio_lab,criterio_clinico_epi,criterio_clinico,caso_confirmado_provavel,caso_descartado,caso_inconclusivo,caso_dengue_alarme,caso_dengue_grave,caso_chikungunya,raca_branca,raca_preta,raca_amarela,raca_parda,raca_indigena,febre_flag,mialgia_flag,cefaleia_flag,exantema_flag,vomito_flag,nausea_flag,dor_costas_flag,conjuntvit_flag,artrite_flag,artralgia_flag,petequia_n_flag,leucopenia_flag,laco_flag,dor_retro_flag,diabetes_flag,hematolog_flag,hepatopat_flag,renal_flag,hipertensa_flag,acido_pept_flag,auto_imune_flag,alrm_hipot_flag,alrm_plaq_flag,alrm_vom_flag,alrm_sang_flag,alrm_hemat_flag,alrm_abdom_flag,alrm_letar_flag,alrm_hepat_flag,alrm_liq_flag,grav_pulso_flag,grav_conv_flag,grav_ench_flag,grav_insuf_flag,grav_taqui_flag,grav_extre_flag,grav_hipot_flag,grav_hemat_flag,grav_melen_flag,grav_metro_flag,grav_sang_flag,grav_ast_flag,grav_mioc_flag,grav_consc_flag,grav_orgao_flag,mani_hemor_flag,epistaxe_flag,gengivo_flag,metro_flag,petequias_flag,hematura_flag,sangram_flag,laco_n_flag,plasmatico_flag,evidencia_flag,plaq_menor_flag,con_fhd_flag,ANO_EPI,SEMANA_EPI,week_start,ano,semana,semana_sin,semana_cos,notificacoes_lag_1,notificacoes_lag_2,notificacoes_lag_3,notificacoes_lag_4,notificacoes_lag_8,notificacoes_lag_12,notificacoes_media_movel_3,notificacoes_desvio_movel_3,notificacoes_min_movel_3,notificacoes_max_movel_3,notificacoes_media_movel_4,notificacoes_desvio_movel_4,notificacoes_min_movel_4,notificacoes_max_movel_4,notificacoes_media_movel_8,notificacoes_desvio_movel_8,notificacoes_min_movel_8,notificacoes_max_movel_8,notificacoes_media_movel_12,notificacoes_desvio_movel_12,notificacoes_min_movel_12,notificacoes_max_movel_12,notificacoes_diff_1,notificacoes_diff_4,notificacoes_pct_change_1,notificacoes_pct_change_4,notificacoes_aceleracao_1,notificacoes_razao_media_4,notificacoes_razao_media_8,indice_sintomas,indice_comorbidades,indice_alarme,indice_gravidade,indice_hemorragico,indice_carga_clinica,indice_desfecho_severo,indice_confirmacao,alerta_notificacoes_q75,alerta_notificacoes_q90,alerta_crescimento
202238,421,24.89947179470493,3.344418052256532,0.4109263657957244,0.5795724465558195,0.01187648456057,0.0970588235294117,0.003076923076923,0.0061538461538461,0.7834757834757835,0.2108262108262108,0.0056980056980056,0.828978622327791,0.0,0.171021377672209,0.0190023752969121,0.004750593824228,0.0,0.1900237529691211,0.0237529691211401,0.0190023752969121,0.4750593824228028,0.0,0.6856435643564357,0.5272277227722773,0.4678217821782178,0.0272277227722772,0.2202970297029703,0.2351485148514851,0.0594059405940594,0.0099009900990099,0.0049504950495049,0.094059405940594,0.0173267326732673,0.0247524752475247,0.0024752475247524,0.1188118811881188,0.0173267326732673,0.0049504950495049,0.0049504950495049,0.0024752475247524,0.0272277227722772,0.0,0.0049504950495049,0.2,0.5,0.3,0.3,0.0,0.3,0.4,0.1,0.2,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,2022,38,2022-09-19,2022,38,-0.992708874098054,-0.12053668025532356,426.0,433.0,392.0,343.0,384.0,752.0,417.0,21.931712199470084,392.0,433.0,398.5,41.105555180127226,343.0,433.0,376.625,38.51136195982047,331.0,433.0,424.1666666666667,115.92539398120499,331.0,752.0,-5.0,78.0,-0.011737089201877882,0.22740524781341098,2.0,1.056461731493099,1.1178227680053103,0.1782178217821782,0.0088401697312588,0.25555555555555554,0.3,,0.18565338676724813,0.0309721789318687,0.6579572446555819,0,0,0
202239,490,26.79303839343957,3.220408163265306,0.4387755102040816,0.5612244897959183,0.0142857142857142,0.1036269430051813,0.0,0.0026525198938992,0.8448687350835322,0.1551312649164677,0.0,0.8565573770491803,0.0,0.1434426229508196,0.0184426229508196,0.0020491803278688,0.0,0.1551020408163265,0.036734693877551,0.0448979591836734,0.4693877551020408,0.0,0.6715176715176715,0.4948024948024948,0.5343035343035343,0.0415800415800415,0.2079002079002079,0.2203742203742204,0.0582120582120582,0.002079002079002,0.0187110187110187,0.0893970893970894,0.0103950103950103,0.0249480249480249,0.0,0.0956340956340956,0.027027027027027,0.0062370062370062,0.0,0.0041580041580041,0.0623700623700623,0.0,0.0062370062370062,0.0,0.3,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2022,39,2022-09-26,2022,39,-1.0,-1.8369701987210297e-16,421.0,426.0,433.0,392.0,347.0,514.0,426.6666666666667,6.027713773373646,421.0,433.0,418.0,18.018509002314367,392.0,433.0,381.25,41.61987849230933,331.0,433.0,396.5833333333333,53.283902282254616,331.0,514.0,69.0,98.0,0.16389548693586709,0.25,74.0,1.1722488038277512,1.2852459016393443,0.17641817641817634,0.015147015147015113,0.1,0.06666666666666667,,0.08955796455796453,0.031029686570967423,0.7131147540983607,0,0,1
202240,431,25.85865937768172,3.1809744779582365,0.4408352668213457,0.5568445475638051,0.0069605568445475,0.0741839762611275,0.0,0.0,0.8675324675324675,0.1324675324675324,0.0,0.8953488372093024,0.0,0.1046511627906976,0.0465116279069767,0.0023255813953488,0.0,0.2018561484918793,0.0185614849187935,0.0162412993039443,0.4385150812064965,0.0,0.6327014218009479,0.4597156398104265,0.4834123222748815,0.0355450236966824,0.2393364928909952,0.1990521327014218,0.0592417061611374,0.0094786729857819,0.0118483412322274,0.1018957345971564,0.0236966824644549,0.0213270142180094,0.0023696682464454,0.1018957345971564,0.0165876777251184,0.0071090047393364,0.0,0.0,0.0497630331753554,0.0,0.0023696682464454,0.0476190476190476,0.3333333333333333,0.1428571428571428,0.238095238095238,0.0476190476190476,0.4761904761904761,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2022,40,2022-10-03,2022,40,-0.992708874098054,0.12053668025532321,490.0,421.0,426.0,433.0,357.0,445.0,445.6666666666667,38.47510017314728,421.0,490.0,442.5,32.04684071792127,421.0,490.0,399.125,53.74925248649929,331.0,490.0,394.5833333333333,48.732028544492394,331.0,490.0,-59.0,-2.0,-0.12040816326530612,-0.004618937644341847,-128.0,0.9740112994350283,1.0798621985593486,0.170108327691266,0.010832769126607942,0.164021164021164,0.06666666666666667,,0.10290723187642614,0.03075529639086325,0.7906976744186047,0,0,0
202241,432,26.20042438271605,3.68287037037037,0.4583333333333333,0.5393518518518519,0.0162037037037037,0.1153846153846153,0.0,0.0,0.842391304347826,0.154891304347826,0.0027173913043478,0.8518518518518519,0.0,0.1481481481481481,0.0277777777777777,0.0023148148148148,0.0,0.125,0.0324074074074074,0.0162037037037037,0.5254629629629629,0.0,0.6857142857142857,0.4809523809523809,0.5119047619047619,0.0476190476190476,0.2333333333333333,0.2238095238095238,0.05,0.0166666666666666,0.019047619047619,0.0785714285714285,0.0166666666666666,0.0214285714285714,0.0023809523809523,0.119047619047619,0.0428571428571428,0.0142857142857142,0.0119047619047619,0.0047619047619047,0.0619047619047619,0.0047619047619047,0.0047619047619047,0.1538461538461538,0.0,0.2307692307692307,0.6153846153846154,0.0,0.3846153846153846,0.1538461538461538,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,2022,41,2022-10-10,2022,41,-0.9709418174260521,0.23931566428755738,431.0,490.0,421.0,426.0,331.0,366.0,447.3333333333333,37.287173844818504,421.0,490.0,442.0,32.259365565157715,421.0,490.0,408.375,51.796131957073705,331.0,490.0,393.4166666666667,47.569008882477476,331.0,490.0,1.0,6.0,0.002320185614849146,0.014084507042253502,60.0,0.9773755656108597,1.0578512396694215,0.17908163265306115,0.020748299319727843,0.17094017094017092,0.4666666666666667,,0.20935919239490663,0.036369301994301946,0.7037037037037037,0,0,0
202242,474,26.335446409648767,3.516877637130801,0.4177215189873418,0.580168776371308,0.0168776371308016,0.0972972972972973,0.0,0.0,0.8217821782178217,0.1782178217821782,0.0,0.8459915611814346,0.0,0.1540084388185654,0.0274261603375527,0.0021097046413502,0.0,0.1772151898734177,0.0253164556962025,0.0210970464135021,0.4683544303797468,0.0042194092827004,0.7008733624454149,0.5152838427947598,0.5240174672489083,0.037117903930131,0.2270742358078602,0.2620087336244541,0.0655021834061135,0.0043668122270742,0.0131004366812227,0.1091703056768559,0.0262008733624454,0.0174672489082969,0.0,0.1266375545851528,0.0218340611353711,0.0021834061135371,0.0043668122270742,0.0065502183406113,0.0545851528384279,0.0043668122270742,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2022,42,2022-10-17,2022,42,-0.9350162426854148,0.35460488704253557,432.0,431.0,490.0,421.0,343.0,384.0,451.0,33.77869150811476,431.0,490.0,443.5,31.395328739582954,421.0,490.0,421.0,41.53483907689017,343.0,490.0,398.9166666666667,47.925051967225066,331.0,490.0,42.0,53.0,0.09722222222222232,0.12589073634204273,41.0,1.068771138669673,1.1258907363420427,0.1877729257641921,0.0134123518402994,0.1746031746031746,0.2,,0.14394711305191654,0.03170829056905005,0.6919831223628692,0,0,0
202243,375,26.82037564687976,3.058666666666667,0.4213333333333333,0.5786666666666667,0.008,0.0721311475409836,0.0,0.0,0.8338557993730408,0.1661442006269592,0.0,0.8498659517426274,0.0,0.1501340482573726,0.0187667560321715,0.0,0.0,0.184,0.0186666666666666,0.0106666666666666,0.5013333333333333,0.0,0.6991643454038997,0.5097493036211699,0.4986072423398329,0.0362116991643454,0.2367688022284122,0.2395543175487465,0.0362116991643454,0.0139275766016713,0.0167130919220055,0.0974930362116991,0.0083565459610027,0.0362116991643454,0.0055710306406685,0.1142061281337047,0.0278551532033426,0.0055710306406685,0.0083565459610027,0.0083565459610027,0.0668523676880222,0.0083565459610027,0.0055710306406685,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.8571428571428571,0.1428571428571428,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,43,2022-10-24,2022,43,-0.8854560256532101,0.464723172043768,474.0,432.0,431.0,490.0,392.0,347.0,445.6666666666667,24.54248017894111,431.0,474.0,456.75,29.88171124059804,431.0,490.0,437.375,30.835682021232984,392.0,490.0,406.4166666666667,52.22757602043501,331.0,490.0,-99.0,-115.0,-0.2088607594936709,-0.23469387755102045,-141.0,0.8210180623973727,0.8573878250928837,0.18205332272184632,0.018702745722244268,0.17460317460317457,,,0.1251197476824217,0.022724475893288774,0.6997319034852547,0,0,0
202244,280,27.23809523809524,4.221428571428572,0.4357142857142857,0.5607142857142857,0.0,0.116591928251121,0.0,0.0,0.8212765957446808,0.1787234042553191,0.0,0.8453237410071942,0.0,0.1546762589928057,0.0251798561151079,0.0,0.0,0.1642857142857142,0.0285714285714285,0.0035714285714285,0.5071428571428571,0.0035714285714285,0.6764705882352942,0.4742647058823529,0.5477941176470589,0.0404411764705882,0.3235294117647059,0.2683823529411764,0.0808823529411764,0.0110294117647058,0.025735294117647,0.0919117647058823,0.025735294117647,0.0110294117647058,0.0110294117647058,0.1433823529411764,0.0330882352941176,0.0073529411764705,0.0036764705882352,0.0,0.0404411764705882,0.0036764705882352,0.0036764705882352,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,44,2022-10-31,2022,44,-0.8229838658936571,0.5680647467311548,375.0,474.0,432.0,431.0,433.0,357.0,427.0,49.689032995223236,375.0,474.0,428.0,40.62019202317755,375.0,474.0,435.25,34.74704509533794,375.0,490.0,408.75,49.905592690787714,331.0,490.0,-95.0,-151.0,-0.2533333333333333,-0.3503480278422274,4.0,0.6542056074766355,0.6433084434233199,0.1951155462184874,0.01313025210084027,0.17460317460317457,,,0.12761632430750072,0.03544294609155722,0.6906474820143885,0,0,0
202245,377,30.001315964778414,3.6074270557029178,0.3952254641909814,0.6047745358090185,0.0079575596816976,0.0862619808306709,0.0,0.0,0.8308157099697885,0.1691842900302115,0.0,0.8873994638069705,0.0,0.1126005361930295,0.0241286863270777,0.002680965147453,0.0,0.1618037135278514,0.026525198938992,0.013262599469496,0.5358090185676393,0.0026525198938992,0.6675675675675675,0.5513513513513514,0.5864864864864865,0.0351351351351351,0.2432432432432432,0.2783783783783783,0.0864864864864864,0.0081081081081081,0.0135135135135135,0.1189189189189189,0.027027027027027,0.027027027027027,0.0027027027027027,0.1378378378378378,0.0297297297297297,0.0027027027027027,0.0054054054054054,0.0027027027027027,0.0513513513513513,0.0027027027027027,0.0027027027027027,0.0,0.2,0.3,0.2,0.1,0.7,0.2,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,2022,45,2022-11-07,2022,45,-0.7485107481711011,0.6631226582407952,280.0,375.0,474.0,432.0,426.0,331.0,376.3333333333333,97.00687260876786,280.0,474.0,390.25,83.95385637360452,280.0,474.0,416.125,65.05258861655385,280.0,490.0,402.3333333333333,60.902803836540514,280.0,490.0,97.0,-55.0,0.34642857142857153,-0.12731481481481477,192.0,0.9660474055092889,0.9059777711024332,0.19884169884169892,0.013899613899613887,0.2,0.2,,0.1531853281853282,0.028267908076300398,0.7747989276139411,0,0,1
202246,430,32.50949612403101,3.562790697674419,0.4488372093023255,0.5488372093023256,0.013953488372093,0.0749279538904899,0.0,0.0,0.8027777777777778,0.1861111111111111,0.0111111111111111,0.8387850467289719,0.0,0.161214953271028,0.0233644859813084,0.0,0.0,0.1720930232558139,0.0511627906976744,0.013953488372093,0.5720930232558139,0.0,0.6460807600950119,0.6437054631828979,0.6057007125890737,0.0356294536817102,0.1947743467933491,0.2802850356294536,0.0950118764845605,0.007125890736342,0.014251781472684,0.1163895486935867,0.0285035629453681,0.0237529691211401,0.004750593824228,0.1923990498812351,0.0427553444180522,0.004750593824228,0.004750593824228,0.002375296912114,0.0641330166270783,0.002375296912114,0.007125890736342,0.3,0.1,0.2,0.2,0.1,0.4,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,46,2022-11-14,2022,46,-0.6631226582407955,0.7485107481711007,377.0,280.0,375.0,474.0,421.0,343.0,344.0,55.43464620614423,280.0,377.0,376.5,79.20648121628989,280.0,474.0,410.0,66.28509851930968,280.0,490.0,406.1666666666667,57.34874704716233,280.0,490.0,53.0,-44.0,0.14058355437665782,-0.09282700421940926,-44.0,1.1420982735723773,1.048780487804878,0.20631150322361722,0.018323719036308073,0.16666666666666666,,,0.13043396297553064,0.024573109967949574,0.677570093457944,0,0,1
202247,502,33.50676017391621,4.149402390438247,0.4003984063745019,0.599601593625498,0.0119521912350597,0.060759493670886,0.0,0.0,0.8292682926829268,0.1658536585365853,0.0048780487804878,0.814,0.0,0.186,0.01,0.0,0.0,0.1354581673306772,0.0338645418326693,0.0039840637450199,0.5836653386454184,0.0019920318725099,0.639344262295082,0.6413934426229508,0.5737704918032787,0.0327868852459016,0.2069672131147541,0.2684426229508196,0.1045081967213114,0.0040983606557377,0.0020491803278688,0.1086065573770491,0.0143442622950819,0.0122950819672131,0.0040983606557377,0.1680327868852459,0.0430327868852459,0.0020491803278688,0.0,0.0,0.0737704918032786,0.0020491803278688,0.0061475409836065,0.0,0.2,0.2,0.0,0.0,0.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,47,2022-11-21,2022,47,-0.5680647467311559,0.8229838658936564,430.0,377.0,280.0,375.0,490.0,392.0,362.3333333333333,76.06795207795275,280.0,430.0,365.5,62.43129557094329,280.0,430.0,411.125,66.57420671701846,280.0,490.0,413.4166666666667,54.041159958846144,280.0,490.0,72.0,127.0,0.16744186046511622,0.33866666666666667,19.0,1.3734610123119015,1.2210398297354819,0.19862412177985944,0.01814988290398123,0.13333333333333336,,,0.11670244600572467,0.017689873417721498,0.6279999999999999,0,0,1
202248,561,35.8443304926786,3.893048128342246,0.4046345811051693,0.5953654188948306,0.0231729055258467,0.0695443645083932,0.0,0.0048780487804878,0.8530701754385965,0.1403508771929824,0.006578947368421,0.813953488372093,0.0,0.1860465116279069,0.0196779964221824,0.0,0.0,0.1390374331550802,0.0427807486631016,0.0196078431372549,0.5828877005347594,0.0,0.649090909090909,0.7145454545454546,0.6363636363636364,0.02,0.1818181818181818,0.2272727272727272,0.0927272727272727,0.0018181818181818,0.0127272727272727,0.1145454545454545,0.0236363636363636,0.0181818181818181,0.0,0.1254545454545454,0.0563636363636363,0.0036363636363636,0.0036363636363636,0.0054545454545454,0.1018181818181818,0.0072727272727272,0.0054545454545454,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.1818181818181818,0.0,0.6363636363636364,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,48,2022-11-28,2022,48,-0.46472317204376834,0.88545602565321,502.0,430.0,377.0,280.0,431.0,433.0,436.3333333333333,62.74020507883058,377.0,502.0,397.25,93.45720945972985,280.0,502.0,412.625,68.70628480298492,280.0,502.0,422.5833333333333,59.164575293815815,280.0,502.0,59.0,281.0,0.11752988047808755,1.0035714285714286,-13.0,1.4122089364380113,1.359588003635262,0.20129870129870125,0.02623376623376619,0.14141414141414138,,,0.12298220298220293,0.0223055902326439,0.6279069767441862,0,0,0
202249,725,34.158735632183905,3.950344827586207,0.4096551724137931,0.5889655172413794,0.0082758620689655,0.0649606299212598,0.0,0.0021231422505307,0.8810810810810811,0.1063063063063063,0.0126126126126126,0.7705146036161336,0.0,0.2294853963838664,0.0208623087621696,0.0,0.0,0.1517241379310344,0.04,0.0151724137931034,0.5627586206896552,0.0,0.6246458923512748,0.6713881019830028,0.6402266288951841,0.0297450424929178,0.206798866855524,0.2379603399433427,0.0637393767705382,0.0113314447592068,0.0084985835694051,0.1203966005665722,0.0099150141643059,0.0141643059490084,0.0028328611898017,0.1444759206798866,0.0439093484419263,0.0028328611898017,0.0028328611898017,0.0070821529745042,0.0694050991501416,0.0070821529745042,0.0084985835694051,0.125,0.1875,0.1875,0.1875,0.0,0.6875,0.0625,0.0,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,49,2022-12-05,2022,49,-0.35460488704253595,0.9350162426854147,561.0,502.0,430.0,377.0,432.0,426.0,497.6666666666667,65.60741827974728,430.0,561.0,467.5,80.68250533211327,377.0,561.0,428.875,86.69229245687806,280.0,561.0,433.25,71.47170450923346,280.0,561.0,164.0,348.0,0.29233511586452754,0.9230769230769231,105.0,1.5508021390374331,1.6904692509472456,0.19900849858356937,0.02023472278429783,0.16666666666666666,,,0.12863662934484463,0.02145573467085735,0.5410292072322671,0,0,1
202250,746,37.58301657546489,3.3780160857908847,0.3914209115281501,0.6085790884718498,0.0134048257372654,0.0804195804195804,0.0,0.0019762845849802,0.8994974874371859,0.083752093802345,0.016750418760469,0.7986577181208053,0.0,0.2013422818791946,0.0134228187919463,0.0,0.0,0.1501340482573726,0.0375335120643431,0.0120643431635388,0.6206434316353887,0.002680965147453,0.6160220994475138,0.6795580110497238,0.6132596685082873,0.0234806629834254,0.2085635359116022,0.2334254143646408,0.0662983425414364,0.005524861878453,0.0096685082872928,0.1243093922651933,0.0220994475138121,0.011049723756906,0.0041436464088397,0.1298342541436464,0.0676795580110497,0.0069060773480662,0.011049723756906,0.0096685082872928,0.1160220994475138,0.0082872928176795,0.0138121546961325,0.0,0.4,0.1,0.2,0.0,0.4545454545454545,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,50,2022-12-12,2022,50,-0.2393156642875578,0.970941817426052,725.0,561.0,502.0,430.0,474.0,421.0,596.0,115.54652742510432,502.0,725.0,554.5,125.65694038399344,430.0,725.0,465.5,136.0451605691508,280.0,725.0,458.1666666666667,110.29121232062039,280.0,725.0,21.0,316.0,0.028965517241379413,0.7348837209302326,-143.0,1.345356176735798,1.602577873254565,0.19623125493291235,0.03334648776637721,0.12828282828282828,,,0.11928685699403929,0.023460599802881676,0.5973154362416108,0,0,0
202251,609,37.3015873015873,3.1954022988505746,0.4433497536945813,0.555008210180624,0.0049261083743842,0.064039408866995,0.0,0.0,0.8851063829787233,0.0872340425531914,0.0276595744680851,0.7717569786535303,0.0,0.2282430213464696,0.0197044334975369,0.0,0.0,0.1330049261083744,0.0476190476190476,0.0032840722495894,0.6239737274220033,0.0016420361247947,0.6197654941373534,0.6566164154103853,0.6398659966499163,0.0268006700167504,0.2629815745393635,0.2747068676716918,0.0971524288107202,0.016750418760469,0.0150753768844221,0.1842546063651591,0.016750418760469,0.0351758793969849,0.0083752093802345,0.1323283082077052,0.0469011725293132,0.0067001675041876,0.0083752093802345,0.0083752093802345,0.1088777219430485,0.0100502512562814,0.0150753768844221,0.0,0.4166666666666667,0.3333333333333333,0.25,0.0,0.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,51,2022-12-19,2022,51,-0.12053668025532363,0.992708874098054,746.0,725.0,561.0,502.0,375.0,490.0,677.3333333333334,101.29330349699191,561.0,746.0,633.5,120.52247369958219,502.0,746.0,499.5,168.57300241396143,280.0,746.0,485.25,137.00373253044384,280.0,746.0,-137.0,107.0,-0.1836461126005362,0.21314741035856577,-158.0,0.9613259668508287,1.2192192192192193,0.21332854749940178,0.029193586982531685,0.16666666666666666,,,0.13639626704953337,0.020935960591132972,0.5435139573070608,0,0,0
202252,370,35.25338578304332,1.5918918918918918,0.3918918918918919,0.6081081081081081,0.0216216216216216,0.0564516129032258,0.0,0.0,0.8338870431893688,0.1428571428571428,0.0232558139534883,0.8135135135135135,0.0,0.1864864864864865,0.0027027027027027,0.0,0.0,0.1594594594594594,0.0378378378378378,0.0162162162162162,0.5864864864864865,0.0,0.5955056179775281,0.6573033707865169,0.651685393258427,0.0337078651685393,0.2528089887640449,0.3286516853932584,0.0730337078651685,0.0056179775280898,0.0196629213483146,0.148876404494382,0.0112359550561797,0.0112359550561797,0.0028089887640449,0.196629213483146,0.0393258426966292,0.0,0.0028089887640449,0.0056179775280898,0.0898876404494382,0.0,0.0112359550561797,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,52,2022-12-26,2022,52,6.432490598706546e-16,1.0,609.0,746.0,725.0,561.0,280.0,431.0,693.3333333333334,73.78572581017086,609.0,746.0,660.25,89.48510118077282,561.0,746.0,528.75,164.12691082556557,280.0,746.0,495.1666666666667,141.6081875735985,280.0,746.0,-239.0,-191.0,-0.39244663382594414,-0.3404634581105169,-102.0,0.5603937902309731,0.6997635933806147,0.21348314606741564,0.02126805778491168,0.1111111111111111,,,0.11528743832114614,0.014788578901482125,0.6270270270270271,0,0,0
202301,718,36.63591375077905,5.605849582172702,0.4345403899721448,0.5654596100278552,0.0209205020920502,0.07421875,0.0,0.0,0.8330550918196995,0.1585976627712854,0.008347245409015,0.8312412831241283,0.0,0.1687587168758716,0.0223152022315202,0.0,0.0,0.1183844011142061,0.043175487465181,0.0097493036211699,0.6545961002785515,0.0,0.6405135520684736,0.68188302425107,0.644793152639087,0.035663338088445,0.2125534950071326,0.310984308131241,0.0970042796005706,0.0085592011412268,0.0228245363766048,0.1512125534950071,0.014265335235378,0.0342368045649072,0.0028530670470756,0.1783166904422254,0.0456490727532097,0.0042796005706134,0.0014265335235378,0.0057061340941512,0.0870185449358059,0.0028530670470756,0.0085592011412268,0.0625,0.3529411764705882,0.0625,0.1875,0.125,0.5,0.125,0.0625,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,1,2023-01-02,2023,1,0.12053668025532305,0.992708874098054,370.0,609.0,746.0,725.0,377.0,432.0,575.0,190.2918810669556,370.0,746.0,612.5,172.52729252691148,370.0,746.0,540.0,146.81183292130981,370.0,746.0,490.0833333333333,145.17103288149278,280.0,746.0,348.0,-7.0,0.9405405405405405,-0.0096551724137931,587.0,1.1722448979591837,1.3296296296296297,0.21683309557774605,0.0222131648665172,0.17116013071895425,,,0.1367354637210725,0.02413348805788005,0.6624825662482566,0,0,1
202302,713,34.963542046917325,5.035063113604488,0.4123422159887798,0.5876577840112202,0.0168302945301542,0.1042084168336673,0.0,0.0,0.8652849740932642,0.1312607944732297,0.003454231433506,0.8120617110799438,0.0,0.1879382889200561,0.0140252454417952,0.0014025245441795,0.0,0.1542776998597475,0.0448807854137447,0.005610098176718,0.5974754558204769,0.0014025245441795,0.6183644189383071,0.6929698708751794,0.629842180774749,0.024390243902439,0.2482065997130559,0.3055954088952654,0.0803443328550932,0.0071736011477761,0.0143472022955523,0.1535150645624103,0.0301291248206599,0.0301291248206599,0.0028694404591104,0.1692969870875179,0.0459110473457675,0.0028694404591104,0.0071736011477761,0.0071736011477761,0.0875179340028694,0.0028694404591104,0.0129124820659971,0.25,0.5833333333333334,0.3333333333333333,0.25,0.0,0.5,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,2023,2,2023-01-09,2023,2,0.23931566428755774,0.970941817426052,718.0,370.0,609.0,746.0,430.0,474.0,565.6666666666666,178.00093632712642,370.0,718.0,610.75,171.03484050527976,370.0,746.0,582.625,142.15478234254886,370.0,746.0,513.9166666666666,157.70424467299372,280.0,746.0,-5.0,-33.0,-0.0069637883008356605,-0.0442359249329759,-353.0,1.16741711011052,1.2237717228062648,0.2147981143676983,0.023775363804058144,0.24074074074074073,0.4666666666666667,,0.23649522139479096,0.0299090467049105,0.6241234221598877,0,0,0
202303,794,36.84656786630321,4.700251889168766,0.4319899244332493,0.5680100755667506,0.0126103404791929,0.0774647887323943,0.0,0.0016949152542372,0.8908554572271387,0.1002949852507374,0.0088495575221238,0.853904282115869,0.0,0.1460957178841309,0.026448362720403,0.0,0.0,0.1120906801007556,0.0390428211586901,0.0050377833753148,0.6473551637279596,0.0037783375314861,0.6590038314176245,0.7037037037037037,0.6334610472541508,0.0408684546615581,0.2669220945083014,0.3052362707535121,0.0715197956577266,0.0051085568326947,0.0293742017879948,0.1302681992337164,0.0332056194125159,0.0485312899106002,0.0076628352490421,0.1736909323116219,0.0446998722860791,0.0076628352490421,0.0051085568326947,0.0051085568326947,0.0893997445721583,0.0089399744572158,0.0063856960408684,0.0,0.238095238095238,0.0476190476190476,0.2857142857142857,0.0,0.6190476190476191,0.0476190476190476,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,3,2023-01-16,2023,3,0.3546048870425356,0.9350162426854148,713.0,718.0,370.0,609.0,502.0,375.0,600.3333333333334,199.49018355130588,370.0,718.0,602.5,162.9406845041056,370.0,718.0,618.0,133.70970688131064,370.0,746.0,533.8333333333334,167.0214103495483,280.0,746.0,81.0,185.0,0.1136044880785414,0.3037766830870279,86.0,1.3178423236514523,1.284789644012945,0.22203977376391168,0.023900748038679014,0.13756613756613756,,,0.12783555312290942,0.025978287863199327,0.7078085642317381,0,0,0
