ANO_SEMANA,ANO_EPI,SEMANA_EPI,NOTIFICACOES,CLUSTER,CLUSTER_LABEL
200220,2002,20,119,1,baixa_transmissao
200221,2002,21,9318,1,baixa_transmissao
200222,2002,22,6489,1,baixa_transmissao
200223,2002,23,6268,0,transicao
200224,2002,24,5263,1,baixa_transmissao
200225,2002,25,4156,1,baixa_transmissao
200226,2002,26,3328,1,baixa_transmissao
200227,2002,27,3363,1,baixa_transmissao
200228,2002,28,2991,1,baixa_transmissao
200229,2002,29,2945,1,baixa_transmissao
200230,2002,30,2634,1,baixa_transmissao
200231,2002,31,2779,1,baixa_transmissao
200232,2002,32,2769,1,baixa_transmissao
200233,2002,33,2602,1,baixa_transmissao
200234,2002,34,2456,1,baixa_transmissao
200235,2002,35,2099,1,baixa_transmissao
200236,2002,36,2165,1,baixa_transmissao
200237,2002,37,2192,1,baixa_transmissao
200238,2002,38,1901,1,baixa_transmissao
200239,2002,39,1677,1,baixa_transmissao
200240,2002,40,2003,1,baixa_transmissao
200241,2002,41,2083,1,baixa_transmissao
200242,2002,42,2055,1,baixa_transmissao
200243,2002,43,2029,1,baixa_transmissao
200244,2002,44,2374,1,baixa_transmissao
200245,2002,45,2597,1,baixa_transmissao
200246,2002,46,3226,1,baixa_transmissao
200247,2002,47,4023,1,baixa_transmissao
200248,2002,48,4337,1,baixa_transmissao
200249,2002,49,4445,1,baixa_transmissao
200250,2002,50,3735,1,baixa_transmissao
200251,2002,51,3253,1,baixa_transmissao
200252,2002,52,2966,1,baixa_transmissao
200301,2003,1,5129,1,baixa_transmissao
200302,2003,2,7058,1,baixa_transmissao
200303,2003,3,8451,1,baixa_transmissao
200304,2003,4,10693,1,baixa_transmissao
200305,2003,5,13129,1,baixa_transmissao
200306,2003,6,16005,1,baixa_transmissao
200307,2003,7,18285,1,baixa_transmissao
200308,2003,8,19379,1,baixa_transmissao
200309,2003,9,17732,1,baixa_transmissao
200310,2003,10,19720,1,baixa_transmissao
200311,2003,11,23848,1,baixa_transmissao
200312,2003,12,23227,1,baixa_transmissao
200313,2003,13,21327,1,baixa_transmissao
200314,2003,14,20410,1,baixa_transmissao
200315,2003,15,17554,1,baixa_transmissao
200316,2003,16,13961,1,baixa_transmissao
200317,2003,17,14949,1,baixa_transmissao
200318,2003,18,13244,1,baixa_transmissao
200319,2003,19,12854,1,baixa_transmissao
200320,2003,20,64,1,baixa_transmissao
200321,2003,21,10513,1,baixa_transmissao
200322,2003,22,8945,1,baixa_transmissao
200323,2003,23,8168,1,baixa_transmissao
200324,2003,24,6520,1,baixa_transmissao
200325,2003,25,5478,1,baixa_transmissao
200326,2003,26,4807,1,baixa_transmissao
200327,2003,27,4302,1,baixa_transmissao
200328,2003,28,3479,1,baixa_transmissao
200329,2003,29,3280,1,baixa_transmissao
200330,2003,30,3026,1,baixa_transmissao
200331,2003,31,2692,1,baixa_transmissao
200332,2003,32,2682,1,baixa_transmissao
200333,2003,33,2424,1,baixa_transmissao
200334,2003,34,2252,1,baixa_transmissao
200335,2003,35,1982,1,baixa_transmissao
200336,2003,36,2004,1,baixa_transmissao
200337,2003,37,1970,1,baixa_transmissao
200338,2003,38,2085,1,baixa_transmissao
200339,2003,39,1697,1,baixa_transmissao
200340,2003,40,1647,1,baixa_transmissao
200341,2003,41,1763,1,baixa_transmissao
200342,2003,42,1510,1,baixa_transmissao
200343,2003,43,1469,1,baixa_transmissao
200344,2003,44,1645,1,baixa_transmissao
200345,2003,45,1835,1,baixa_transmissao
200346,2003,46,2082,1,baixa_transmissao
200347,2003,47,2402,1,baixa_transmissao
200348,2003,48,2650,1,baixa_transmissao
200349,2003,49,2730,1,baixa_transmissao
200350,2003,50,2560,1,baixa_transmissao
200351,2003,51,2106,1,baixa_transmissao
200352,2003,52,1628,1,baixa_transmissao
200353,2003,53,2214,1,baixa_transmissao
200401,2004,1,3260,1,baixa_transmissao
200402,2004,2,3325,1,baixa_transmissao
200403,2004,3,3792,1,baixa_transmissao
200404,2004,4,3968,1,baixa_transmissao
200405,2004,5,4877,1,baixa_transmissao
200406,2004,6,5526,1,baixa_transmissao
200407,2004,7,4767,1,baixa_transmissao
200408,2004,8,4923,1,baixa_transmissao
200409,2004,9,6127,1,baixa_transmissao
200410,2004,10,6461,1,baixa_transmissao
200411,2004,11,6523,1,baixa_transmissao
200412,2004,12,5312,1,baixa_transmissao
200413,2004,13,4274,1,baixa_transmissao
200414,2004,14,3681,1,baixa_transmissao
200415,2004,15,3996,1,baixa_transmissao
200416,2004,16,3628,1,baixa_transmissao
200417,2004,17,3439,1,baixa_transmissao
200418,2004,18,3137,1,baixa_transmissao
200419,2004,19,3152,1,baixa_transmissao
200420,2004,20,28,1,baixa_transmissao
200421,2004,21,2228,1,baixa_transmissao
200422,2004,22,1982,1,baixa_transmissao
200423,2004,23,1655,1,baixa_transmissao
200424,2004,24,1585,1,baixa_transmissao
200425,2004,25,1369,1,baixa_transmissao
200426,2004,26,1390,1,baixa_transmissao
200427,2004,27,1288,1,baixa_transmissao
200428,2004,28,1213,1,baixa_transmissao
200429,2004,29,1110,1,baixa_transmissao
200430,2004,30,999,1,baixa_transmissao
200431,2004,31,1262,1,baixa_transmissao
200432,2004,32,1122,1,baixa_transmissao
200433,2004,33,1145,1,baixa_transmissao
200434,2004,34,1014,1,baixa_transmissao
200435,2004,35,936,1,baixa_transmissao
200436,2004,36,1009,1,baixa_transmissao
200437,2004,37,1116,1,baixa_transmissao
200438,2004,38,978,1,baixa_transmissao
200439,2004,39,904,1,baixa_transmissao
200440,2004,40,958,1,baixa_transmissao
200441,2004,41,1152,1,baixa_transmissao
200442,2004,42,1287,1,baixa_transmissao
200443,2004,43,1185,1,baixa_transmissao
200444,2004,44,1605,1,baixa_transmissao
200445,2004,45,2121,1,baixa_transmissao
200446,2004,46,2672,1,baixa_transmissao
200447,2004,47,2536,1,baixa_transmissao
200448,2004,48,2632,1,baixa_transmissao
200449,2004,49,2409,0,transicao
200450,2004,50,2214,1,baixa_transmissao
200451,2004,51,2050,1,baixa_transmissao
200452,2004,52,2428,1,baixa_transmissao
200453,2004,53,1,1,baixa_transmissao
200501,2005,1,3179,1,baixa_transmissao
200502,2005,2,3795,1,baixa_transmissao
200503,2005,3,4284,1,baixa_transmissao
200504,2005,4,4417,1,baixa_transmissao
200505,2005,5,4663,1,baixa_transmissao
200506,2005,6,5392,1,baixa_transmissao
200507,2005,7,6424,1,baixa_transmissao
200508,2005,8,6977,1,baixa_transmissao
200509,2005,9,8077,1,baixa_transmissao
200510,2005,10,8882,1,baixa_transmissao
200511,2005,11,8753,1,baixa_transmissao
200512,2005,12,8205,1,baixa_transmissao
200513,2005,13,9321,1,baixa_transmissao
200514,2005,14,9842,1,baixa_transmissao
200515,2005,15,9876,1,baixa_transmissao
200516,2005,16,9277,1,baixa_transmissao
200517,2005,17,8826,1,baixa_transmissao
200518,2005,18,9247,1,baixa_transmissao
200519,2005,19,8915,1,baixa_transmissao
200520,2005,20,174,1,baixa_transmissao
200521,2005,21,6414,1,baixa_transmissao
200522,2005,22,6540,1,baixa_transmissao
200523,2005,23,5954,1,baixa_transmissao
200524,2005,24,5581,1,baixa_transmissao
200525,2005,25,5564,1,baixa_transmissao
200526,2005,26,5377,1,baixa_transmissao
200527,2005,27,5145,1,baixa_transmissao
200528,2005,28,4998,1,baixa_transmissao
200529,2005,29,4703,1,baixa_transmissao
200530,2005,30,4169,1,baixa_transmissao
200531,2005,31,4186,1,baixa_transmissao
200532,2005,32,3787,1,baixa_transmissao
200533,2005,33,3320,1,baixa_transmissao
200534,2005,34,3420,1,baixa_transmissao
200535,2005,35,2793,1,baixa_transmissao
200536,2005,36,2574,0,transicao
200537,2005,37,2336,1,baixa_transmissao
200538,2005,38,2063,1,baixa_transmissao
200539,2005,39,1792,1,baixa_transmissao
200540,2005,40,1803,1,baixa_transmissao
200541,2005,41,1907,1,baixa_transmissao
200542,2005,42,1750,1,baixa_transmissao
200543,2005,43,1698,1,baixa_transmissao
200544,2005,44,2120,1,baixa_transmissao
200545,2005,45,2193,1,baixa_transmissao
200546,2005,46,2614,1,baixa_transmissao
200547,2005,47,2887,1,baixa_transmissao
200548,2005,48,2844,1,baixa_transmissao
200549,2005,49,2853,1,baixa_transmissao
200550,2005,50,2869,1,baixa_transmissao
200551,2005,51,2790,1,baixa_transmissao
200552,2005,52,3287,1,baixa_transmissao
200601,2006,1,5159,1,baixa_transmissao
200602,2006,2,6827,1,baixa_transmissao
200603,2006,3,8612,1,baixa_transmissao
200604,2006,4,9124,1,baixa_transmissao
200605,2006,5,11118,1,baixa_transmissao
200606,2006,6,11183,1,baixa_transmissao
200607,2006,7,10694,1,baixa_transmissao
200608,2006,8,9260,0,transicao
200609,2006,9,11246,1,baixa_transmissao
200610,2006,10,14817,1,baixa_transmissao
200611,2006,11,17214,1,baixa_transmissao
200612,2006,12,19402,1,baixa_transmissao
200613,2006,13,21121,1,baixa_transmissao
200614,2006,14,21057,1,baixa_transmissao
200615,2006,15,19749,1,baixa_transmissao
200616,2006,16,21156,1,baixa_transmissao
200617,2006,17,18191,1,baixa_transmissao
200618,2006,18,18489,1,baixa_transmissao
200619,2006,19,14917,1,baixa_transmissao
200620,2006,20,411,1,baixa_transmissao
200621,2006,21,10127,1,baixa_transmissao
200622,2006,22,9361,1,baixa_transmissao
200623,2006,23,7799,1,baixa_transmissao
200624,2006,24,6204,0,transicao
200625,2006,25,5802,1,baixa_transmissao
200626,2006,26,4941,1,baixa_transmissao
200627,2006,27,4576,1,baixa_transmissao
200628,2006,28,4194,1,baixa_transmissao
200629,2006,29,3861,1,baixa_transmissao
200630,2006,30,3200,1,baixa_transmissao
200631,2006,31,3398,1,baixa_transmissao
200632,2006,32,2996,1,baixa_transmissao
200633,2006,33,2665,1,baixa_transmissao
200634,2006,34,2634,1,baixa_transmissao
200635,2006,35,2007,1,baixa_transmissao
200636,2006,36,1670,1,baixa_transmissao
200637,2006,37,1901,1,baixa_transmissao
200638,2006,38,1767,1,baixa_transmissao
200639,2006,39,1588,1,baixa_transmissao
200640,2006,40,1698,1,baixa_transmissao
200641,2006,41,1782,1,baixa_transmissao
200642,2006,42,2080,1,baixa_transmissao
200643,2006,43,2036,1,baixa_transmissao
200644,2006,44,2251,1,baixa_transmissao
200645,2006,45,2658,1,baixa_transmissao
200646,2006,46,3373,1,baixa_transmissao
200647,2006,47,3806,1,baixa_transmissao
200648,2006,48,4055,1,baixa_transmissao
200649,2006,49,4024,1,baixa_transmissao
200650,2006,50,4189,1,baixa_transmissao
200651,2006,51,3781,1,baixa_transmissao
200652,2006,52,4253,1,baixa_transmissao
200701,2007,1,7494,1,baixa_transmissao
200702,2007,2,9900,1,baixa_transmissao
200703,2007,3,13970,1,baixa_transmissao
200704,2007,4,16294,1,baixa_transmissao
200705,2007,5,20680,1,baixa_transmissao
200706,2007,6,22916,1,baixa_transmissao
200707,2007,7,21164,1,baixa_transmissao
200708,2007,8,22813,1,baixa_transmissao
200709,2007,9,29641,1,baixa_transmissao
200710,2007,10,33168,1,baixa_transmissao
200711,2007,11,34260,1,baixa_transmissao
200712,2007,12,38025,1,baixa_transmissao
200713,2007,13,35209,1,baixa_transmissao
200714,2007,14,34604,1,baixa_transmissao
200715,2007,15,39505,1,baixa_transmissao
200716,2007,16,36937,1,baixa_transmissao
200717,2007,17,29555,1,baixa_transmissao
200718,2007,18,27948,1,baixa_transmissao
200719,2007,19,24935,1,baixa_transmissao
200720,2007,20,20366,1,baixa_transmissao
200721,2007,21,16687,1,baixa_transmissao
200722,2007,22,13108,1,baixa_transmissao
200723,2007,23,10757,1,baixa_transmissao
200724,2007,24,11163,1,baixa_transmissao
200725,2007,25,8986,1,baixa_transmissao
200726,2007,26,7080,1,baixa_transmissao
200727,2007,27,6732,1,baixa_transmissao
200728,2007,28,6576,1,baixa_transmissao
200729,2007,29,6523,1,baixa_transmissao
200730,2007,30,5122,1,baixa_transmissao
200731,2007,31,4705,1,baixa_transmissao
200732,2007,32,4287,1,baixa_transmissao
200733,2007,33,3712,1,baixa_transmissao
200734,2007,34,3527,1,baixa_transmissao
200735,2007,35,3120,1,baixa_transmissao
200736,2007,36,2993,1,baixa_transmissao
200737,2007,37,3466,1,baixa_transmissao
200738,2007,38,3127,1,baixa_transmissao
200739,2007,39,2993,1,baixa_transmissao
200740,2007,40,3374,1,baixa_transmissao
200741,2007,41,3907,1,baixa_transmissao
200742,2007,42,4987,1,baixa_transmissao
200743,2007,43,4800,1,baixa_transmissao
200744,2007,44,4769,1,baixa_transmissao
200745,2007,45,5364,1,baixa_transmissao
200746,2007,46,5345,1,baixa_transmissao
200747,2007,47,7209,1,baixa_transmissao
200748,2007,48,7447,1,baixa_transmissao
200749,2007,49,7531,1,baixa_transmissao
200750,2007,50,7598,1,baixa_transmissao
200751,2007,51,6134,1,baixa_transmissao
200752,2007,52,6483,1,baixa_transmissao
200801,2008,1,11067,1,baixa_transmissao
200802,2008,2,13631,1,baixa_transmissao
200803,2008,3,15412,1,baixa_transmissao
200804,2008,4,15675,1,baixa_transmissao
200805,2008,5,13132,1,baixa_transmissao
200806,2008,6,15702,1,baixa_transmissao
200807,2008,7,20720,1,baixa_transmissao
200808,2008,8,22214,1,baixa_transmissao
200809,2008,9,25865,1,baixa_transmissao
200810,2008,10,29743,1,baixa_transmissao
200811,2008,11,35522,1,baixa_transmissao
200812,2008,12,43865,1,baixa_transmissao
200813,2008,13,74454,1,baixa_transmissao
200814,2008,14,88454,1,baixa_transmissao
200815,2008,15,82540,1,baixa_transmissao
200816,2008,16,70486,1,baixa_transmissao
200817,2008,17,60232,1,baixa_transmissao
200818,2008,18,46423,1,baixa_transmissao
200819,2008,19,39682,1,baixa_transmissao
200820,2008,20,30183,1,baixa_transmissao
200821,2008,21,22586,1,baixa_transmissao
200822,2008,22,18904,1,baixa_transmissao
200823,2008,23,14913,1,baixa_transmissao
200824,2008,24,11487,1,baixa_transmissao
200825,2008,25,8605,1,baixa_transmissao
200826,2008,26,5734,1,baixa_transmissao
200827,2008,27,5215,1,baixa_transmissao
200828,2008,28,3932,1,baixa_transmissao
200829,2008,29,3308,1,baixa_transmissao
200830,2008,30,3180,1,baixa_transmissao
200831,2008,31,2632,1,baixa_transmissao
200832,2008,32,2464,1,baixa_transmissao
200833,2008,33,2460,1,baixa_transmissao
200834,2008,34,2368,1,baixa_transmissao
200835,2008,35,2055,1,baixa_transmissao
200836,2008,36,2067,1,baixa_transmissao
200837,2008,37,1952,1,baixa_transmissao
200838,2008,38,1750,1,baixa_transmissao
200839,2008,39,1552,1,baixa_transmissao
200840,2008,40,1781,1,baixa_transmissao
200841,2008,41,2058,1,baixa_transmissao
200842,2008,42,2396,1,baixa_transmissao
200843,2008,43,2525,1,baixa_transmissao
200844,2008,44,2768,1,baixa_transmissao
200845,2008,45,2931,1,baixa_transmissao
200846,2008,46,3268,1,baixa_transmissao
200847,2008,47,3749,1,baixa_transmissao
200848,2008,48,3754,1,baixa_transmissao
200849,2008,49,4313,1,baixa_transmissao
200850,2008,50,4284,1,baixa_transmissao
200851,2008,51,4207,1,baixa_transmissao
200852,2008,52,3635,1,baixa_transmissao
200853,2008,53,5122,1,baixa_transmissao
200901,2009,1,8073,1,baixa_transmissao
200902,2009,2,9397,1,baixa_transmissao
200903,2009,3,11395,1,baixa_transmissao
200904,2009,4,12986,1,baixa_transmissao
200905,2009,5,16637,1,baixa_transmissao
200906,2009,6,19378,1,baixa_transmissao
200907,2009,7,19245,1,baixa_transmissao
200908,2009,8,20775,1,baixa_transmissao
200909,2009,9,27899,1,baixa_transmissao
200910,2009,10,30952,1,baixa_transmissao
200911,2009,11,33357,1,baixa_transmissao
200912,2009,12,31163,1,baixa_transmissao
200913,2009,13,27961,1,baixa_transmissao
200914,2009,14,24451,1,baixa_transmissao
200915,2009,15,25487,1,baixa_transmissao
200916,2009,16,22716,1,baixa_transmissao
200917,2009,17,19342,1,baixa_transmissao
200918,2009,18,18816,1,baixa_transmissao
200919,2009,19,17943,1,baixa_transmissao
200920,2009,20,15169,1,baixa_transmissao
200921,2009,21,11725,1,baixa_transmissao
200922,2009,22,9207,1,baixa_transmissao
200923,2009,23,6989,1,baixa_transmissao
200924,2009,24,6676,1,baixa_transmissao
200925,2009,25,5384,1,baixa_transmissao
200926,2009,26,5116,1,baixa_transmissao
200927,2009,27,4609,1,baixa_transmissao
200928,2009,28,3942,1,baixa_transmissao
200929,2009,29,3531,1,baixa_transmissao
200930,2009,30,3414,1,baixa_transmissao
200931,2009,31,3304,1,baixa_transmissao
200932,2009,32,3206,1,baixa_transmissao
200933,2009,33,2837,1,baixa_transmissao
200934,2009,34,2570,1,baixa_transmissao
200935,2009,35,2272,1,baixa_transmissao
200936,2009,36,2270,1,baixa_transmissao
200937,2009,37,2282,1,baixa_transmissao
200938,2009,38,2343,1,baixa_transmissao
200939,2009,39,2551,1,baixa_transmissao
200940,2009,40,2547,1,baixa_transmissao
200941,2009,41,2841,1,baixa_transmissao
200942,2009,42,3581,1,baixa_transmissao
200943,2009,43,3710,1,baixa_transmissao
200944,2009,44,5480,1,baixa_transmissao
200945,2009,45,6984,1,baixa_transmissao
200946,2009,46,8621,1,baixa_transmissao
200947,2009,47,10342,1,baixa_transmissao
200948,2009,48,12179,1,baixa_transmissao
200949,2009,49,13185,1,baixa_transmissao
200950,2009,50,13121,1,baixa_transmissao
200951,2009,51,12635,1,baixa_transmissao
200952,2009,52,17154,1,baixa_transmissao
201001,2010,1,25568,1,baixa_transmissao
201002,2010,2,29957,1,baixa_transmissao
201003,2010,3,33086,1,baixa_transmissao
201004,2010,4,37538,1,baixa_transmissao
201005,2010,5,42280,1,baixa_transmissao
201006,2010,6,43834,1,baixa_transmissao
201007,2010,7,50027,1,baixa_transmissao
201008,2010,8,56285,1,baixa_transmissao
201009,2010,9,63107,1,baixa_transmissao
201010,2010,10,62473,1,baixa_transmissao
201011,2010,11,67705,1,baixa_transmissao
201012,2010,12,65425,1,baixa_transmissao
201013,2010,13,63675,1,baixa_transmissao
201014,2010,14,67794,1,baixa_transmissao
201015,2010,15,55899,1,baixa_transmissao
201016,2010,16,53788,1,baixa_transmissao
201017,2010,17,59246,1,baixa_transmissao
201018,2010,18,54888,1,baixa_transmissao
201019,2010,19,44446,1,baixa_transmissao
201020,2010,20,35471,1,baixa_transmissao
201021,2010,21,29068,1,baixa_transmissao
201022,2010,22,24319,1,baixa_transmissao
201023,2010,23,20812,1,baixa_transmissao
201024,2010,24,16611,1,baixa_transmissao
201025,2010,25,13921,1,baixa_transmissao
201026,2010,26,14042,1,baixa_transmissao
201027,2010,27,12943,1,baixa_transmissao
201028,2010,28,11664,1,baixa_transmissao
201029,2010,29,11162,1,baixa_transmissao
201030,2010,30,9992,1,baixa_transmissao
201031,2010,31,9653,1,baixa_transmissao
201032,2010,32,9686,1,baixa_transmissao
201033,2010,33,8783,1,baixa_transmissao
201034,2010,34,8279,1,baixa_transmissao
201035,2010,35,7697,1,baixa_transmissao
201036,2010,36,7666,1,baixa_transmissao
201037,2010,37,7446,1,baixa_transmissao
201038,2010,38,7166,1,baixa_transmissao
201039,2010,39,6731,1,baixa_transmissao
201040,2010,40,6318,1,baixa_transmissao
201041,2010,41,6450,1,baixa_transmissao
201042,2010,42,6545,1,baixa_transmissao
201043,2010,43,5936,1,baixa_transmissao
201044,2010,44,7194,1,baixa_transmissao
201045,2010,45,8076,1,baixa_transmissao
201046,2010,46,9753,1,baixa_transmissao
201047,2010,47,10446,1,baixa_transmissao
201048,2010,48,11914,1,baixa_transmissao
201049,2010,49,13531,1,baixa_transmissao
201050,2010,50,12877,1,baixa_transmissao
201051,2010,51,11926,1,baixa_transmissao
201052,2010,52,13285,1,baixa_transmissao
201101,2011,1,19233,1,baixa_transmissao
201102,2011,2,21868,1,baixa_transmissao
201103,2011,3,24906,1,baixa_transmissao
201104,2011,4,28386,1,baixa_transmissao
201105,2011,5,33004,1,baixa_transmissao
201106,2011,6,38250,1,baixa_transmissao
201107,2011,7,41746,1,baixa_transmissao
201108,2011,8,43098,1,baixa_transmissao
201109,2011,9,41133,1,baixa_transmissao
201110,2011,10,42045,1,baixa_transmissao
201111,2011,11,52027,1,baixa_transmissao
201112,2011,12,59825,1,baixa_transmissao
201113,2011,13,59131,1,baixa_transmissao
201114,2011,14,63626,1,baixa_transmissao
201115,2011,15,56869,1,baixa_transmissao
201116,2011,16,48255,1,baixa_transmissao
201117,2011,17,51698,1,baixa_transmissao
201118,2011,18,46668,1,baixa_transmissao
201119,2011,19,43462,1,baixa_transmissao
201120,2011,20,36268,1,baixa_transmissao
201121,2011,21,27752,1,baixa_transmissao
201122,2011,22,22957,1,baixa_transmissao
201123,2011,23,17589,1,baixa_transmissao
201124,2011,24,13719,1,baixa_transmissao
201125,2011,25,10400,1,baixa_transmissao
201126,2011,26,9555,1,baixa_transmissao
201127,2011,27,8089,1,baixa_transmissao
201128,2011,28,7556,1,baixa_transmissao
201129,2011,29,6851,1,baixa_transmissao
201130,2011,30,6338,1,baixa_transmissao
201131,2011,31,6103,1,baixa_transmissao
201132,2011,32,6199,1,baixa_transmissao
201133,2011,33,5629,1,baixa_transmissao
201134,2011,34,5004,1,baixa_transmissao
201135,2011,35,4928,1,baixa_transmissao
201136,2011,36,5142,1,baixa_transmissao
201137,2011,37,5414,1,baixa_transmissao
201138,2011,38,5710,1,baixa_transmissao
201139,2011,39,6338,1,baixa_transmissao
201140,2011,40,6151,1,baixa_transmissao
201141,2011,41,6301,1,baixa_transmissao
201142,2011,42,6759,1,baixa_transmissao
201143,2011,43,6880,1,baixa_transmissao
201144,2011,44,7069,1,baixa_transmissao
201145,2011,45,7463,1,baixa_transmissao
201146,2011,46,7935,1,baixa_transmissao
201147,2011,47,9087,1,baixa_transmissao
201148,2011,48,9547,1,baixa_transmissao
201149,2011,49,10654,1,baixa_transmissao
201150,2011,50,11483,1,baixa_transmissao
201151,2011,51,10321,1,baixa_transmissao
201152,2011,52,9929,1,baixa_transmissao
201201,2012,1,15538,1,baixa_transmissao
201202,2012,2,16146,1,baixa_transmissao
201203,2012,3,17503,1,baixa_transmissao
201204,2012,4,17840,1,baixa_transmissao
