ANO_SEMANA,ANO_EPI,SEMANA_EPI,NOTIFICACOES,CLUSTER,CLUSTER_LABEL
202034,2020,34,6864,0,perfil_intermediario
202035,2020,35,6543,0,perfil_intermediario
202036,2020,36,6648,0,perfil_intermediario
202037,2020,37,6778,0,perfil_intermediario
202038,2020,38,6466,0,perfil_intermediario
202039,2020,39,6375,0,perfil_intermediario
202040,2020,40,6339,0,perfil_intermediario
202041,2020,41,5915,0,perfil_intermediario
202042,2020,42,5566,1,perfil_basal
202043,2020,43,5812,0,perfil_intermediario
202044,2020,44,4999,0,perfil_intermediario
202045,2020,45,6140,0,perfil_intermediario
202046,2020,46,6533,0,perfil_intermediario
202047,2020,47,7372,0,perfil_intermediario
202048,2020,48,7495,0,perfil_intermediario
202049,2020,49,8195,0,perfil_intermediario
202050,2020,50,7912,0,perfil_intermediario
202051,2020,51,7159,0,perfil_intermediario
202052,2020,52,5551,0,perfil_intermediario
202053,2020,53,3195,0,perfil_intermediario
202101,2021,1,13185,0,perfil_intermediario
202102,2021,2,13778,0,perfil_intermediario
202103,2021,3,16010,0,perfil_intermediario
202104,2021,4,16810,0,perfil_intermediario
202105,2021,5,20599,0,perfil_intermediario
202106,2021,6,22622,0,perfil_intermediario
202107,2021,7,27345,0,perfil_intermediario
202108,2021,8,28404,0,perfil_intermediario
202109,2021,9,33155,0,perfil_intermediario
202110,2021,10,34048,0,perfil_intermediario
202111,2021,11,36053,0,perfil_intermediario
202112,2021,12,34135,0,perfil_intermediario
202113,2021,13,39055,0,perfil_intermediario
202114,2021,14,44526,0,perfil_intermediario
202115,2021,15,41362,0,perfil_intermediario
202116,2021,16,43032,0,perfil_intermediario
202117,2021,17,41084,0,perfil_intermediario
202118,2021,18,38055,0,perfil_intermediario
202119,2021,19,36212,0,perfil_intermediario
202120,2021,20,31813,0,perfil_intermediario
202121,2021,21,27821,0,perfil_intermediario
202122,2021,22,26803,0,perfil_intermediario
202123,2021,23,24413,0,perfil_intermediario
202124,2021,24,20369,0,perfil_intermediario
202125,2021,25,17845,0,perfil_intermediario
202126,2021,26,15580,0,perfil_intermediario
202127,2021,27,14866,0,perfil_intermediario
202128,2021,28,13596,0,perfil_intermediario
202129,2021,29,11764,0,perfil_intermediario
202130,2021,30,10057,0,perfil_intermediario
202131,2021,31,10554,0,perfil_intermediario
202132,2021,32,9802,0,perfil_intermediario
202133,2021,33,9779,0,perfil_intermediario
202134,2021,34,8247,0,perfil_intermediario
202135,2021,35,7703,0,perfil_intermediario
202136,2021,36,8228,0,perfil_intermediario
202137,2021,37,8045,0,perfil_intermediario
202138,2021,38,7933,0,perfil_intermediario
202139,2021,39,7592,0,perfil_intermediario
202140,2021,40,6353,0,perfil_intermediario
202141,2021,41,6777,0,perfil_intermediario
202142,2021,42,7090,0,perfil_intermediario
202143,2021,43,6709,1,perfil_basal
202144,2021,44,7851,0,perfil_intermediario
202145,2021,45,7920,0,perfil_intermediario
202146,2021,46,9686,0,perfil_intermediario
202147,2021,47,11138,0,perfil_intermediario
202148,2021,48,13704,0,perfil_intermediario
202149,2021,49,16366,0,perfil_intermediario
202150,2021,50,18459,0,perfil_intermediario
202151,2021,51,16636,0,perfil_intermediario
202152,2021,52,9390,0,perfil_intermediario
202201,2022,1,11660,1,perfil_basal
202202,2022,2,11945,1,perfil_basal
202203,2022,3,13045,1,perfil_basal
202204,2022,4,13786,1,perfil_basal
202205,2022,5,17244,1,perfil_basal
202206,2022,6,19087,1,perfil_basal
202207,2022,7,20872,1,perfil_basal
202208,2022,8,21874,1,perfil_basal
202209,2022,9,34406,1,perfil_basal
202210,2022,10,45320,1,perfil_basal
202211,2022,11,55022,1,perfil_basal
202212,2022,12,70495,1,perfil_basal
202213,2022,13,79116,1,perfil_basal
202214,2022,14,84859,1,perfil_basal
202215,2022,15,92334,1,perfil_basal
202216,2022,16,97749,1,perfil_basal
202217,2022,17,97953,1,perfil_basal
202218,2022,18,103841,1,perfil_basal
202219,2022,19,84420,1,perfil_basal
202220,2022,20,63957,1,perfil_basal
202221,2022,21,44770,1,perfil_basal
202222,2022,22,40295,1,perfil_basal
202223,2022,23,32338,1,perfil_basal
202224,2022,24,25194,1,perfil_basal
202225,2022,25,22187,1,perfil_basal
202226,2022,26,18268,1,perfil_basal
202227,2022,27,15289,1,perfil_basal
202228,2022,28,13474,1,perfil_basal
202229,2022,29,11535,1,perfil_basal
202230,2022,30,10292,1,perfil_basal
202231,2022,31,9778,1,perfil_basal
202232,2022,32,8314,1,perfil_basal
202233,2022,33,7327,1,perfil_basal
202234,2022,34,6367,1,perfil_basal
202235,2022,35,5751,1,perfil_basal
202236,2022,36,5420,1,perfil_basal
202237,2022,37,5294,1,perfil_basal
202238,2022,38,4968,1,perfil_basal
202239,2022,39,4809,1,perfil_basal
202240,2022,40,4909,1,perfil_basal
202241,2022,41,4757,1,perfil_basal
202242,2022,42,4855,1,perfil_basal
202243,2022,43,4399,1,perfil_basal
202244,2022,44,4652,1,perfil_basal
202245,2022,45,5640,1,perfil_basal
202246,2022,46,6079,1,perfil_basal
202247,2022,47,6412,1,perfil_basal
202248,2022,48,6604,1,perfil_basal
202249,2022,49,7027,1,perfil_basal
202250,2022,50,7684,1,perfil_basal
202251,2022,51,7021,1,perfil_basal
202252,2022,52,4401,1,perfil_basal
202301,2023,1,12760,1,perfil_basal
202302,2023,2,14202,1,perfil_basal
202303,2023,3,17969,1,perfil_basal
202304,2023,4,20606,1,perfil_basal
202305,2023,5,27889,1,perfil_basal
202306,2023,6,35433,1,perfil_basal
202307,2023,7,36859,1,perfil_basal
202308,2023,8,41473,1,perfil_basal
202309,2023,9,53825,1,perfil_basal
202310,2023,10,64568,1,perfil_basal
202311,2023,11,73493,1,perfil_basal
202312,2023,12,89284,1,perfil_basal
202313,2023,13,98736,1,perfil_basal
202314,2023,14,98126,1,perfil_basal
202315,2023,15,110655,1,perfil_basal
202316,2023,16,100864,1,perfil_basal
202317,2023,17,86763,1,perfil_basal
202318,2023,18,88175,1,perfil_basal
202319,2023,19,81827,1,perfil_basal
202320,2023,20,68218,1,perfil_basal
202321,2023,21,47225,1,perfil_basal
202322,2023,22,38682,1,perfil_basal
202323,2023,23,29939,1,perfil_basal
202324,2023,24,26346,1,perfil_basal
202325,2023,25,19264,1,perfil_basal
202326,2023,26,15160,1,perfil_basal
202327,2023,27,12763,1,perfil_basal
202328,2023,28,10953,1,perfil_basal
202329,2023,29,8868,1,perfil_basal
202330,2023,30,7473,1,perfil_basal
202331,2023,31,7598,1,perfil_basal
202332,2023,32,6708,1,perfil_basal
202333,2023,33,6419,1,perfil_basal
202334,2023,34,5897,1,perfil_basal
202335,2023,35,5539,1,perfil_basal
202336,2023,36,5013,1,perfil_basal
202337,2023,37,5825,1,perfil_basal
202338,2023,38,6000,1,perfil_basal
202339,2023,39,5676,1,perfil_basal
202340,2023,40,6235,1,perfil_basal
202341,2023,41,5631,1,perfil_basal
202342,2023,42,6788,1,perfil_basal
202343,2023,43,6485,1,perfil_basal
202344,2023,44,6838,1,perfil_basal
202345,2023,45,9353,1,perfil_basal
202346,2023,46,9147,1,perfil_basal
202347,2023,47,12588,1,perfil_basal
202348,2023,48,13899,1,perfil_basal
202349,2023,49,16261,1,perfil_basal
202350,2023,50,21406,1,perfil_basal
202351,2023,51,22118,1,perfil_basal
202352,2023,52,16134,1,perfil_basal
202401,2024,1,51086,1,perfil_basal
202402,2024,2,61515,1,perfil_basal
202403,2024,3,89814,1,perfil_basal
202404,2024,4,127227,1,perfil_basal
202405,2024,5,164645,1,perfil_basal
202406,2024,6,201447,1,perfil_basal
202407,2024,7,249440,1,perfil_basal
202408,2024,8,310288,1,perfil_basal
202409,2024,9,342519,1,perfil_basal
202410,2024,10,364793,1,perfil_basal
202411,2024,11,392067,1,perfil_basal
202412,2024,12,433513,1,perfil_basal
202413,2024,13,375565,1,perfil_basal
202414,2024,14,414963,1,perfil_basal
202415,2024,15,419145,1,perfil_basal
202416,2024,16,383330,1,perfil_basal
202417,2024,17,332746,1,perfil_basal
202418,2024,18,324279,1,perfil_basal
202419,2024,19,323494,1,perfil_basal
202420,2024,20,285865,1,perfil_basal
202421,2024,21,201167,1,perfil_basal
202422,2024,22,127480,1,perfil_basal
202423,2024,23,87924,1,perfil_basal
202424,2024,24,79647,1,perfil_basal
202425,2024,25,64108,1,perfil_basal
202426,2024,26,44686,1,perfil_basal
202427,2024,27,31733,1,perfil_basal
202428,2024,28,21885,1,perfil_basal
202429,2024,29,17696,1,perfil_basal
202430,2024,30,15348,1,perfil_basal
202431,2024,31,13598,1,perfil_basal
202432,2024,32,11313,1,perfil_basal
202433,2024,33,9908,1,perfil_basal
202434,2024,34,9162,1,perfil_basal
202435,2024,35,7803,1,perfil_basal
202436,2024,36,8189,1,perfil_basal
202437,2024,37,8200,1,perfil_basal
202438,2024,38,7730,1,perfil_basal
202439,2024,39,7442,1,perfil_basal
202440,2024,40,7216,1,perfil_basal
202441,2024,41,6869,1,perfil_basal
202442,2024,42,7316,1,perfil_basal
202443,2024,43,7780,1,perfil_basal
202444,2024,44,8386,1,perfil_basal
202445,2024,45,8905,1,perfil_basal
202446,2024,46,9640,1,perfil_basal
202447,2024,47,12008,1,perfil_basal
202448,2024,48,13111,1,perfil_basal
202449,2024,49,15761,1,perfil_basal
202450,2024,50,17827,1,perfil_basal
202451,2024,51,17066,1,perfil_basal
202452,2024,52,10279,1,perfil_basal
202501,2025,1,29242,1,perfil_basal
202502,2025,2,37339,1,perfil_basal
202503,2025,3,43151,1,perfil_basal
202504,2025,4,51444,1,perfil_basal
202505,2025,5,56424,1,perfil_basal
202506,2025,6,57463,1,perfil_basal
202507,2025,7,64954,1,perfil_basal
202508,2025,8,72036,1,perfil_basal
202509,2025,9,71376,1,perfil_basal
202510,2025,10,79510,1,perfil_basal
202511,2025,11,87563,1,perfil_basal
202512,2025,12,90350,1,perfil_basal
202513,2025,13,86879,1,perfil_basal
202514,2025,14,87200,1,perfil_basal
202515,2025,15,79659,1,perfil_basal
202516,2025,16,68032,1,perfil_basal
202517,2025,17,74583,1,perfil_basal
202518,2025,18,63637,1,perfil_basal
202519,2025,19,61222,1,perfil_basal
202520,2025,20,53813,1,perfil_basal
202521,2025,21,46376,1,perfil_basal
202522,2025,22,33079,1,perfil_basal
202523,2025,23,25458,1,perfil_basal
202524,2025,24,18422,1,perfil_basal
202525,2025,25,12906,1,perfil_basal
202526,2025,26,11060,1,perfil_basal
202527,2025,27,9535,1,perfil_basal
202528,2025,28,8090,1,perfil_basal
202529,2025,29,7213,1,perfil_basal
202530,2025,30,6868,1,perfil_basal
202531,2025,31,6317,1,perfil_basal
202532,2025,32,6110,1,perfil_basal
202533,2025,33,6185,1,perfil_basal
202534,2025,34,6473,1,perfil_basal
202535,2025,35,6070,1,perfil_basal
202536,2025,36,6358,1,perfil_basal
202537,2025,37,6547,1,perfil_basal
202538,2025,38,6940,1,perfil_basal
202539,2025,39,6663,1,perfil_basal
202540,2025,40,7210,1,perfil_basal
202541,2025,41,6922,1,perfil_basal
202542,2025,42,6842,1,perfil_basal
202543,2025,43,6596,1,perfil_basal
202544,2025,44,6591,1,perfil_basal
202545,2025,45,6623,1,perfil_basal
202546,2025,46,7019,1,perfil_basal
202547,2025,47,6497,1,perfil_basal
202548,2025,48,7007,1,perfil_basal
202549,2025,49,7503,1,perfil_basal
202550,2025,50,7089,1,perfil_basal
202551,2025,51,6615,1,perfil_basal
202552,2025,52,5703,1,perfil_basal
202553,2025,53,5769,1,perfil_basal
202601,2026,1,8482,1,perfil_basal
202602,2026,2,9074,1,perfil_basal
202603,2026,3,9629,1,perfil_basal
202604,2026,4,10373,1,perfil_basal
202605,2026,5,12411,1,perfil_basal
202606,2026,6,12553,1,perfil_basal
202607,2026,7,15030,1,perfil_basal
202608,2026,8,16776,1,perfil_basal
202609,2026,9,20635,1,perfil_basal
202610,2026,10,22126,1,perfil_basal
202611,2026,11,26041,1,perfil_basal
202612,2026,12,26164,1,perfil_basal
202613,2026,13,24704,1,perfil_basal
202614,2026,14,26371,1,perfil_basal
202615,2026,15,13572,1,perfil_basal
