ANO_SEMANA,NOTIFICACOES,idade_anos,atraso_notificacao_dias,sexo_masc,sexo_fem,gestante,hospitalizado,obito_agravo,obito_outras_causas,criterio_lab,criterio_clinico_epi,criterio_clinico,caso_confirmado_provavel,caso_descartado,caso_inconclusivo,caso_dengue_alarme,caso_dengue_grave,caso_chikungunya,raca_branca,raca_preta,raca_amarela,raca_parda,raca_indigena,febre_flag,mialgia_flag,cefaleia_flag,exantema_flag,vomito_flag,nausea_flag,dor_costas_flag,conjuntvit_flag,artrite_flag,artralgia_flag,petequia_n_flag,leucopenia_flag,laco_flag,dor_retro_flag,diabetes_flag,hematolog_flag,hepatopat_flag,renal_flag,hipertensa_flag,acido_pept_flag,auto_imune_flag,alrm_hipot_flag,alrm_plaq_flag,alrm_vom_flag,alrm_sang_flag,alrm_hemat_flag,alrm_abdom_flag,alrm_letar_flag,alrm_hepat_flag,alrm_liq_flag,grav_pulso_flag,grav_conv_flag,grav_ench_flag,grav_insuf_flag,grav_taqui_flag,grav_extre_flag,grav_hipot_flag,grav_hemat_flag,grav_melen_flag,grav_metro_flag,grav_sang_flag,grav_ast_flag,grav_mioc_flag,grav_consc_flag,grav_orgao_flag,mani_hemor_flag,epistaxe_flag,gengivo_flag,metro_flag,petequias_flag,hematura_flag,sangram_flag,laco_n_flag,plasmatico_flag,evidencia_flag,plaq_menor_flag,con_fhd_flag,ANO_EPI,SEMANA_EPI
202211,2962,36.60806524963079,9.302498311951384,0.4662390276839973,0.5337609723160027,0.01217450118363206,0.0680796403339756,0.000501002004008016,0.001503006012024048,0.9267665952890792,0.07237687366167024,0.0008565310492505353,0.7856178257933828,0.0,0.21438217420661715,0.01451721809588116,0.00033760972316002703,0.0,0.09554355165428764,0.02633355840648211,0.010465901417960837,0.4267386900742741,0.002025658338960162,0.7377873563218391,0.6853448275862069,0.6666666666666666,0.08117816091954023,0.15301724137931033,0.26903735632183906,0.1257183908045977,0.014727011494252873,0.029813218390804596,0.15589080459770116,0.035919540229885055,0.10452586206896551,0.008261494252873564,0.21695402298850575,0.03915229885057471,0.003951149425287357,0.006824712643678161,0.003951149425287357,0.07543103448275862,0.005387931034482759,0.006824712643678161,0.1702127659574468,0.5957446808510638,0.23404255319148937,0.2553191489361702,0.0851063829787234,0.425531914893617,0.2127659574468085,0.02127659574468085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2022,11
202212,3515,36.11865436453036,8.047226173541963,0.45092460881934565,0.5490753911806543,0.010250569476082005,0.08416622830089426,0.00039541320680110717,0.0015816528272044287,0.9244350282485876,0.0748587570621469,0.0007062146892655367,0.8039829302987198,0.0,0.19601706970128022,0.01678520625889047,0.0008534850640113798,0.0,0.11351351351351352,0.029018492176386912,0.009103840682788052,0.42844950213371263,0.001991465149359886,0.7628302459763134,0.7227452171272396,0.6774977224415427,0.08199210446401457,0.17339811721834195,0.30610385666565443,0.16914667476465228,0.019435165502581234,0.048587913756453084,0.15244457941087156,0.04646219252960826,0.11266322502277558,0.009110233829334954,0.23291831156999696,0.044032796841785606,0.006984512602490131,0.0033404190707561495,0.0036440935317339812,0.0898876404494382,0.00516246583662314,0.004251442453689645,0.203125,0.5692307692307692,0.125,0.25,0.125,0.46875,0.171875,0.015625,0.03125,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,,,,,,,,,,,,,2022,12
202213,3974,36.53688719829577,7.336185203824861,0.4489179667840966,0.550830397584298,0.007550969041026932,0.08616445100935499,0.0003566333808844508,0.0014265335235378032,0.8824285255380662,0.11725024092515259,0.00032123353678124,0.7818319073980876,0.0,0.21816809260191244,0.01836940110719678,0.000754906894816306,0.0,0.11273276295923502,0.03397081026673377,0.01031706089582285,0.39305485656768996,0.0010065425264217413,0.7597211048538483,0.6934835076427996,0.6658621614373826,0.07696433360150175,0.17296862429605792,0.29847144006436044,0.16465540359345668,0.019844462322338427,0.038348082595870206,0.1708232770179673,0.04532046124966479,0.12577098417806382,0.010994904800214535,0.26575489407347813,0.04692947170823277,0.007240547063555913,0.006704210244033253,0.0058997050147492625,0.09519978546527219,0.0056315366049879325,0.006972378653794583,0.19230769230769232,0.44155844155844154,0.12987012987012986,0.36363636363636365,0.06578947368421052,0.48717948717948717,0.09210526315789473,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2022,13
202214,3969,36.78141020994902,5.075585789871504,0.4497354497354497,0.5502645502645502,0.010350921484473618,0.0945692883895131,0.0007220216606498195,0.0010830324909747292,0.8728868660598179,0.1267880364109233,0.00032509752925877764,0.7741935483870968,0.0,0.22580645161290322,0.01688508064516129,0.0007560483870967742,0.0,0.09120685311161501,0.029730410682791635,0.009322247417485512,0.3927941546989166,0.0025195263290501385,0.7533656435110393,0.710016155088853,0.6755519655358104,0.07350565428109855,0.20032310177705978,0.31179321486268174,0.15266558966074315,0.01884760366182014,0.036348949919224556,0.15939687668282176,0.04254173397953689,0.12224017232094776,0.00996230479267636,0.24394184168012925,0.04738826063543349,0.00834679590737749,0.010231556273559504,0.004038772213247173,0.0942380183091007,0.008616047388260635,0.008616047388260635,0.08450704225352113,0.5352112676056338,0.18309859154929578,0.3142857142857143,0.11428571428571428,0.44285714285714284,0.11428571428571428,0.0,0.014285714285714285,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,,,,,,,,,,,,,2022,14
202215,4022,37.05449985127461,5.406265539532571,0.4443063152660368,0.5554450522128295,0.008719481813652218,0.10850860420650095,0.0003734129947722181,0.0007468259895444362,0.8042207792207792,0.19545454545454546,0.0003246753246753247,0.7645450024863252,0.0,0.2354549975136748,0.017155643958229737,0.0007458975634012929,0.0,0.10566882148184982,0.028095474888115365,0.0104425658876181,0.36747886623570364,0.001989060169070114,0.7620299763344728,0.709702866158296,0.6744675256376544,0.08125164343938995,0.1932684722587431,0.3144885616618459,0.14725216933999474,0.020510123586642125,0.03996844596371286,0.1469892190376019,0.04391270049960557,0.1227977912174599,0.009729161188535366,0.2658427557191691,0.05048645805942677,0.011832763607678149,0.006573757559821194,0.0076255587693925845,0.10412831974756771,0.0076255587693925845,0.013147515119642388,0.1917808219178082,0.4520547945205479,0.1780821917808219,0.2602739726027397,0.1095890410958904,0.4383561643835616,0.1095890410958904,0.0,0.0273972602739726,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,,,,,,,,,,,,,2022,15
202216,4860,37.07351194167278,5.898559670781893,0.43930041152263377,0.5606995884773662,0.010088532015647519,0.08135716891645385,0.0008603383997705764,0.0014338973329509608,0.7955352612886859,0.2037037037037037,0.0005073566717402334,0.8086025931261577,0.0,0.19119160321053716,0.020580366330520683,0.001234821979831241,0.0,0.09094650205761316,0.022839506172839506,0.009876543209876543,0.3765432098765432,0.001851851851851852,0.7533030106129521,0.7244964262508122,0.6705653021442495,0.06259475850119126,0.19883040935672514,0.3199047000216591,0.1518301927658653,0.01472817847086853,0.03898635477582846,0.18561836690491662,0.04245180853367988,0.12843837990036822,0.012778860732077107,0.2586094866796621,0.04894953432965129,0.006714316655837124,0.006281134936105696,0.0036820446177171324,0.08512020792722547,0.006714316655837124,0.010396361273554255,0.10619469026548672,0.5982142857142857,0.08108108108108109,0.39285714285714285,0.11504424778761062,0.39285714285714285,0.10714285714285714,0.0,0.017857142857142856,0.0,0.14285714285714285,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,,,,,,,,,,,,,2022,16
202217,4355,36.244935962967034,6.154994259471872,0.43742824339839265,0.5623421354764638,0.008735632183908045,0.08989266547406083,0.0003223726627981947,0.0012894906511927789,0.6473304473304473,0.3523809523809524,0.0002886002886002886,0.7917336394948336,0.0,0.20826636050516648,0.02273249138920781,0.001148105625717566,0.0,0.1044776119402985,0.03214695752009185,0.008725602755453503,0.38094144661308843,0.0025258323765786454,0.7443792766373412,0.6871945259042033,0.6693548387096774,0.07380254154447703,0.20381231671554254,0.3326001955034213,0.18132942326490714,0.012463343108504398,0.048142717497556206,0.17155425219941348,0.04081133919843597,0.1175464320625611,0.012463343108504398,0.2781036168132942,0.039345063538611925,0.005376344086021506,0.004398826979472141,0.003421309872922776,0.08626588465298143,0.006109481915933529,0.006598240469208211,0.16981132075471697,0.49074074074074076,0.12264150943396226,0.330188679245283,0.1320754716981132,0.40186915887850466,0.1509433962264151,0.0,0.03773584905660377,0.4,0.0,0.0,0.4,0.4,0.4,0.2,0.6,0.6,0.0,0.0,0.2,0.0,0.4,0.2,,,,,,,,,,,,,2022,17
202218,3475,35.471128018133435,7.255539568345323,0.4333812949640288,0.5663309352517986,0.008057553956834532,0.09667519181585678,0.0,0.001999200319872051,0.5908270133622247,0.4084507042253521,0.0007222824124232575,0.7930935251798561,0.0,0.20690647482014388,0.035107913669064746,0.0008633093525179857,0.0,0.12460431654676259,0.035107913669064746,0.013237410071942447,0.43798561151079135,0.0014388489208633094,0.8094798399507541,0.7645429362880887,0.7257617728531855,0.09664512157586949,0.24161280393967374,0.36472760849492153,0.1886734379809172,0.015389350569405972,0.050784856879039705,0.18251769775315482,0.05417051400430902,0.12619267466912895,0.020313942751615882,0.3108648815020006,0.04155124653739612,0.006771314250538628,0.005847953216374269,0.003385657125269314,0.08741151123422591,0.005847953216374269,0.007386888273314866,0.18604651162790697,0.4806201550387597,0.17054263565891473,0.2713178294573643,0.23076923076923078,0.3798449612403101,0.16279069767441862,0.007751937984496124,0.023255813953488372,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,,,,,,,,,,,,,2022,18
202219,3310,35.58580239760516,6.184592145015106,0.43716012084592143,0.5625377643504532,0.012088244182532487,0.09018567639257294,0.0,0.0012515644555694619,0.5720670391061452,0.42793296089385474,0.0,0.808761329305136,0.0,0.19123867069486405,0.03595166163141994,0.0009063444108761329,0.0,0.1311178247734139,0.033836858006042296,0.009969788519637462,0.4425981873111782,0.0015105740181268882,0.7946370176586004,0.7527795945062132,0.7194244604316546,0.08927403531720078,0.22988881621975146,0.3698495748855461,0.20209287115761937,0.02289077828646174,0.052975801177240024,0.18083714846304774,0.04839764551994768,0.12982341399607586,0.014061478090255068,0.3181818181818182,0.04087638979725311,0.007521255722694572,0.004251144538914323,0.004251144538914323,0.08763897972531066,0.006213211249182472,0.007848266841072597,0.10569105691056911,0.5284552845528455,0.08130081300813008,0.21951219512195122,0.1951219512195122,0.34959349593495936,0.07317073170731707,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,2022,19
202220,3276,35.88431110999604,4.420763358778626,0.452991452991453,0.5467032967032966,0.015262515262515262,0.11001843884449908,0.0,0.0008206811653672548,0.6714774022028105,0.3285225977971895,0.0,0.8012820512820513,0.0,0.1987179487179487,0.029304029304029304,0.00030525030525030525,0.0,0.09188034188034189,0.027472527472527472,0.013431013431013432,0.37637362637362637,0.0018315018315018315,0.7027115321790265,0.6608951323097028,0.6197321136883371,0.07644560601110748,0.20026135249918328,0.3021888271806599,0.16497876510944137,0.02352172492649461,0.04279647174126103,0.14929761515844495,0.037569421757595554,0.08820646847435479,0.012414243711205489,0.2528585429598171,0.039202874877491016,0.006533812479581836,0.007187193727540019,0.006207121855602744,0.0800392028748775,0.005880431231623653,0.008820646847435479,0.11224489795918367,0.5612244897959183,0.08163265306122448,0.16326530612244897,0.12244897959183673,0.35714285714285715,0.11224489795918367,0.01020408163265306,0.01020408163265306,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,,,,,,,,,,,,2022,20
202221,2316,35.81462902500769,4.696891191709844,0.4317789291882556,0.5682210708117443,0.008635578583765112,0.09348914858096828,0.000547945205479452,0.0016438356164383563,0.7232960325534079,0.27619532044760936,0.000508646998982706,0.8436960276338514,0.0,0.15630397236614854,0.018998272884283247,0.0017271157167530224,0.0,0.10751295336787564,0.023747841105354058,0.010362694300518135,0.3609671848013817,0.0017271157167530224,0.6648401826484018,0.6287671232876713,0.6050228310502284,0.07671232876712329,0.1643835616438356,0.271689497716895,0.1415525114155251,0.014611872146118721,0.032420091324200914,0.1228310502283105,0.030593607305936073,0.05570776255707763,0.012785388127853882,0.2237442922374429,0.034703196347031964,0.00821917808219178,0.005479452054794521,0.00502283105022831,0.08036529680365297,0.005936073059360731,0.0091324200913242,0.12,0.68,0.12,0.3333333333333333,0.0784313725490196,0.4,0.0784313725490196,0.0196078431372549,0.0,0.0,0.25,0.25,0.25,0.5,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,,,,,,,,,,,,,2022,21
202222,1852,35.24820014398848,5.928725701943844,0.44168466522678185,0.556695464362851,0.004321988114532685,0.08050089445438283,0.0,0.00196078431372549,0.7254780999383097,0.27390499691548426,0.0006169031462060457,0.8736501079913607,0.0,0.1263498920086393,0.028617710583153346,0.0016198704103671706,0.0,0.10313174946004319,0.029697624190064796,0.01673866090712743,0.3741900647948164,0.0016198704103671706,0.6819727891156463,0.6621315192743764,0.6343537414965986,0.06519274376417233,0.17970521541950113,0.27380952380952384,0.13435374149659865,0.008503401360544218,0.03798185941043084,0.15079365079365079,0.030612244897959183,0.06519274376417233,0.01020408163265306,0.2647392290249433,0.034013605442176874,0.006235827664399093,0.002834467120181406,0.005668934240362812,0.06689342403628118,0.002834467120181406,0.009070294784580499,0.10714285714285714,0.5,0.0,0.2545454545454545,0.01818181818181818,0.48214285714285715,0.01818181818181818,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,,,,,,,,,,,,,2022,22
202223,1551,35.780575207039796,6.422308188265635,0.4616376531270148,0.5383623468729851,0.02192134107027724,0.06841505131128849,0.0,0.000819672131147541,0.8160059835452506,0.18399401645474944,0.0,0.8613797549967763,0.0,0.13862024500322373,0.01096067053513862,0.0012894906511927789,0.0,0.10896196002578981,0.025145067698259187,0.01160541586073501,0.37072856221792394,0.0012894906511927789,0.6530334014996592,0.6032719836400818,0.5712338104976141,0.06407634628493525,0.15678254942058623,0.22085889570552147,0.11451942740286299,0.01772324471710975,0.03885480572597137,0.1445126107702795,0.032719836400818,0.04226312201772325,0.00408997955010225,0.2010906612133606,0.04158145875937287,0.004771642808452625,0.002044989775051125,0.004771642808452625,0.0736196319018405,0.0034083162917518746,0.011588275391956374,0.10526315789473684,0.47368421052631576,0.0,0.15789473684210525,0.0,0.47368421052631576,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,2022,23
