feature,anova_f,anova_pvalue,mutual_information,random_forest_importance,score_anova_norm,score_mi_norm,score_rf_norm,composite_score,selected
obito_outras_causas,64.94563331995572,1.6588383027155808e-15,0.17514090472737598,0.00830071960025697,0.019923921983261043,0.38271348701184754,0.07872425547084826,0.16045388815531894,False
gengivo_flag,106.260960150531,4.741799997518106e-24,0.18586488731687556,0.0023699457078135205,0.03260563292670299,0.40693906356607973,0.02247663098367713,0.15400710915881996,False
raca_preta,170.95601436832953,6.627488963731323e-37,0.17739173837219946,0.0013710742314704141,0.052463734991945725,0.38779814118005773,0.013003306130763928,0.15108839410092248,False
petequias_flag,163.2902930947958,2.061001838589906e-35,0.16992887505061915,0.001879049078629183,0.050110747158578155,0.37093946342653933,0.01782095370426515,0.1462903880964609,False
caso_confirmado_provavel,138.08897085938537,1.8954825821497586e-30,0.11789233273840938,0.01402270482491458,0.04237521876030114,0.2533884296682119,0.13299172242786,0.14291845695212435,False
grav_metro_flag,197.51201591559163,5.123625830224967e-42,0.1659962609491037,0.0006083285121926202,0.06061508126634444,0.36205565154234254,0.005769404522780196,0.14281337911048905,False
grav_sang_flag,194.9665562377261,1.5690305435718003e-41,0.164965725266355,0.0006359439141029272,0.05983375418196112,0.35972766183647137,0.006031309762278933,0.1418642419269038,False
raca_amarela,144.81972515320732,8.778877293624742e-32,0.16355178715872443,0.0016855295139911128,0.04444121912708057,0.35653356248173257,0.015985608772880747,0.13898679679389797,False
grav_mioc_flag,266.35139991135793,7.319450906063247e-55,0.14926449582833534,0.00048766414203180067,0.08174528248534702,0.3242584382927153,0.004625020281385597,0.13687624701981596,False
dor_costas_flag,18.41172495922508,1.9042705531806895e-05,0.1749404094565976,0.0011762326378845283,0.005640371055069452,0.3822605663277205,0.011155423040082534,0.13301878680762416,False
epistaxe_flag,68.84640393292142,2.514143655043884e-16,0.15473144543650386,0.0029285183974836772,0.021121260820084545,0.3366083283774395,0.02777414990231052,0.1285012463666115,False
criterio_clinico,0.0361465672243379,0.849241239027064,0.17234033574563612,0.0008171760844518458,0.0,0.3763869755972376,0.007750120704602882,0.12804569876728017,False
obito_agravo,1.5638920150344506,0.2113093384658487,0.1372803147342616,0.002070764861782373,0.00046894040663740164,0.2971860615789992,0.01963919152189704,0.10576473116917788,False
sangram_flag,92.73636913970483,2.7627710740911187e-21,0.12870646076327064,0.0006899167346418564,0.02845426908705785,0.27781764560055233,0.006543189492857637,0.10427170139348928,False
metro_flag,66.67050545084308,7.196367823401744e-16,0.1318234492300714,0.0005094726648387317,0.020453370288680817,0.28485895157908653,0.004831852918021282,0.10338139159526288,False
hematura_flag,36.21541465303426,2.2629347099716437e-09,0.1338633938758622,0.0007202679477278162,0.0111052012704881,0.2894672055342347,0.006831041241609069,0.10246781601544395,False
hospitalizado,79.96894696275592,1.2002762940215192e-18,0.115031654515932,0.000897316242534408,0.024535317696332475,0.24692613091891075,0.00851017219196676,0.09332387360240334,False
plasmatico_flag,155.75794127452002,6.144935974785321e-34,0.09059672124083451,0.0006248977488974781,0.04779869698647702,0.19172738906035536,0.005926547624357776,0.08181754455706337,False
