ibge_municipio,codigo_wmo,distancia_km,uf
2917904,A417,32.16,BA
3525003,A755,3.37,SP
5104906,A944,45.47,MT
4112207,A825,27.87,PR
3135209,A559,3.58,MG
2405306,A367,45.28,RN
3135308,A524,34.91,MG
2703601,A356,39.96,AL
2803302,A409,42.69,SE
3302270,A601,12.95,RJ
2405405,A367,28.29,RN
4112306,A871,5.99,PR
2803401,A421,37.96,SE
5004809,S709,32.05,MS
4112405,A869,40.3,PR
2607950,A357,25.72,PE
4311122,B856,24.74,RS
5004908,S703,21.71,MS
2703700,A353,45.1,AL
2307106,A315,30.62,CE
5005004,A758,1.16,MS
4112504,A822,38.8,PR
2405603,A316,30.93,RN
2205250,A377,10.83,PI
2405702,A316,36.62,RN
4112603,A850,14.62,PR
4208955,A816,34.79,SC
4311130,A886,44.65,RS
3525201,A744,26.89,SP
5211909,A016,5.04,GO
4112702,A842,44.43,PR
5005103,S708,19.21,MS
2307205,A370,43.31,CE
2105450,A222,23.46,MA
2205276,A376,37.87,PI
3525300,A741,19.74,SP
5212006,A028,34.55,GO
5105002,A937,38.76,MT
3135407,A513,24.42,MG
3135456,A566,35.27,MG
2105476,A221,46.96,MA
3135506,A510,40.04,MG
2703759,A355,32.44,AL
2918001,A407,36.1,BA
3135605,A545,42.39,MG
3135704,A569,28.77,MG
3135803,A508,45.85,MG
2918100,A450,1.38,BA
3525409,A753,19.86,SP
3203106,A617,11.19,ES
3135902,A531,37.19,MG
4112751,A825,40.68,PR
2918209,A434,28.48,BA
2918308,A445,28.21,BA
4209003,A841,4.77,SC
3136108,A511,44.96,MG
3525508,A509,24.73,SP
2608107,A328,23.45,PE
2205359,A331,24.87,PI
2918357,A424,22.96,BA
2105500,A225,13.8,MA
3203130,A613,32.66,ES
2507507,A320,3.22,PB
3136306,A553,7.42,MG
3525607,A718,25.31,SP
2703809,A356,26.33,AL
2608206,A357,6.51,PE
2205409,A338,44.74,PI
4112801,A821,3.88,PR
2513653,A333,43.18,PB
4311155,B835,0.76,RS
4209102,A851,32.28,SC
4209151,A817,36.06,SC
3525706,A735,24.21,SP
2205508,A312,40.29,PI
3136579,A552,47.71,MG
5105101,A914,1.84,MT
2507606,A310,27.31,PB
1711803,A241,31.58,TO
3136652,A535,10.01,MG
2918407,A307,3.8,BA
2307304,A315,12.31,CE
2205516,A361,28.25,PI
2307403,A319,30.6,CE
2608255,A322,23.24,PE
2406106,A316,49.3,RN
5105150,A920,2.89,MT
3136702,A518,2.8,MG
4311205,A886,21.32,RS
3525805,A763,30.92,SP
3525854,A713,42.81,SP
2406155,A352,40.3,RN
2703908,A357,29.61,AL
3525904,A755,37.77,SP
4112900,A821,31.88,PR
2704005,A353,19.01,AL
3526001,A762,13.54,SP
2608305,A322,24.13,PE
4209177,A816,12.07,SC
3526100,A766,33.43,SP
3526209,A771,45.28,SP
3136801,A506,32.73,MG
4112959,B803,17.18,PR
2608404,A341,40.75,PE
2205532,A337,22.18,PI
2507903,A320,48.7,PB
2508000,A373,42.94,PB
2918506,A424,33.81,BA
2918555,A437,43.98,BA
2918605,A430,44.8,BA
5005152,A749,0.27,MS
3136959,A526,30.71,MG
1302405,A111,0.79,AM
4209201,A841,9.87,SC
3137007,A527,38.44,MG
5005202,A724,4.44,MS
2918704,A407,17.22,BA
2803500,A451,34.48,SE
4209300,A865,1.71,SC
2105807,A220,49.48,MA
2105948,A220,45.83,MA
2105906,A220,33.14,MA
4311239,B840,10.63,RS
2704104,A353,13.75,AL
1711902,A055,25.25,TO
3137205,A524,48.79,MG
2508208,A352,28.74,PB
2608503,A301,38.89,PE
2406304,A304,42.64,RN
2205573,A335,25.03,PI
2406403,A367,29.44,RN
2608453,A301,45.53,PE
2608602,A322,24.19,PE
2205581,A312,46.12,PI
2205599,A363,22.33,PI
2608701,A341,36.47,PE
3137304,A545,41.64,MG
4311270,A883,26.21,RS
3137403,A514,27.82,MG
3137502,A562,28.21,MG
3137536,A553,42.37,MG
2608750,A448,40.01,PE
2406601,A304,43.17,RN
5212253,A742,34.39,GO
3137601,A521,28.3,MG
2508307,A313,9.93,PB
4311304,A844,1.88,RS
4311254,B840,27.58,RS
3526308,A740,27.8,SP
2205540,A362,13.91,PI
4209409,A866,13.82,SC
5005251,S711,3.56,MS
2918803,A434,27.52,BA
3302304,A517,28.27,RJ
1712009,A009,44.47,TO
4311403,A882,13.7,RS
4311429,A856,28.77,RS
4209458,A858,18.83,SC
2918902,A522,23.44,BA
2608800,A322,33.4,PE
2919058,A407,12.85,BA
2406809,A367,13.28,RN
2919108,A441,19.09,BA
3137809,A531,38.7,MG
5105234,A936,25.27,MT
3137908,A513,39.44,MG
2205607,A346,49.4,PI
2919157,A424,7.37,BA
3203163,A657,23.25,ES
3138005,A517,31.3,MG
4113254,B803,48.4,PR
3526407,A726,44.44,SP
2803609,A409,21.51,SE
4113304,B804,4.16,PR
2508406,A333,39.69,PB
4209508,A863,23.92,SC
2919207,A456,21.41,BA
4209607,A814,18.44,SC
3526506,A734,20.74,SP
4311502,B853,2.06,RS
3526605,A769,16.94,SP
4209706,A859,31.52,SC
2919306,A425,0.6,BA
3526803,A741,29.21,SP
4209805,A870,30.08,SC
3138401,A629,45.68,MG
5212303,A037,14.91,GO
4113403,A842,41.09,PR
4311601,B846,39.83,RS
3138500,A609,48.84,MG
2919405,A543,40.95,BA
4113429,A822,47.35,PR
2106003,A220,47.74,MA
3138609,A518,44.94,MG
3526902,A726,27.78,SP
2608909,A328,38.71,PE
2704203,A353,13.69,AL
1504000,A236,39.84,PA
2307601,A332,31.56,CE
3527009,A739,19.94,SP
4209854,A858,35.06,SC
4311627,A884,17.5,RS
4311643,B816,18.14,RS
3203205,A614,4.21,ES
3527108,A727,1.95,SP
2508505,A321,48.22,PB
4113502,A849,40.39,PR
4113601,A850,42.91,PR
2508554,A352,33.94,PB
4209904,A863,29.91,SC
3527207,A769,12.71,SP
3527256,A735,34.43,SP
3527306,A744,45.8,SP
5105259,A955,1.96,MT
3527405,A734,45.36,SP
2508604,A320,26.62,PB
5105309,A921,44.63,MT
3527603,A770,22.99,SP
2205706,A308,26.09,PI
2919553,A404,8.92,BA
2407005,A333,48.58,RN
3138674,A556,22.25,MG
4210001,A868,31.18,SC
4113734,A822,35.94,PR
3527702,A768,32.72,SP
4113759,A822,44.88,PR
3527801,A763,25.02,SP
4113809,A850,49.83,PR
3527900,A763,45.6,SP
3138807,A536,35.52,MG
4210035,A841,9.95,SC
5212501,A012,1.99,GO
3302403,A608,2.79,RJ
2407104,A304,16.36,RN
2919603,A412,0.34,BA
4311718,B851,10.87,RS
2803708,A451,7.72,SE
1600303,A249,2.17,AP
2609006,A328,49.86,PE
2919702,A446,41.07,BA
3528007,A741,16.02,SP
2407203,A317,8.08,RN
3528106,A735,31.91,SP
2919801,A454,8.67,BA
3528205,A729,37.56,SP
2704302,A303,13.35,AL
4311700,B861,24.21,RS
3139003,A567,2.35,MG
2609105,A328,35.19,PE
4210050,A859,38.4,SC
3302452,A630,25.29,RJ
2307635,A325,48.13,CE
2919926,A456,14.77,BA
3139102,A514,42.65,MG
2508703,A321,26.01,PB
4210100,A862,27.66,SC
1504109,A215,34.08,PA
3528304,A729,38.43,SP
3302502,A627,23.84,RJ
2920007,A446,42.29,BA
3528403,A755,32.22,SP
3528502,A701,20.16,SP
5212600,A029,45.32,GO
4210209,A870,30.27,SC
2704401,A327,42.56,AL
2407252,A333,48.54,RN
4210308,A864,4.45,SC
3139201,A541,36.55,MG
2920304,A433,32.09,BA
2803906,A451,18.7,SE
4113908,A823,43.5,PR
2508802,A321,34.19,PB
2508901,A352,30.26,PB
4114005,B803,39.51,PR
3139250,A543,21.17,MG
4311734,A808,24.47,RS
1302504,A119,0.87,AM
2509008,A350,32.02,PB
1302553,A119,24.66,AM
1302603,A101,1.79,AM
1200336,A108,24.1,AC
4114104,A835,17.77,PR
4114203,A835,30.87,PR
4114302,A807,37.8,PR
3528601,A725,40.23,SP
4114351,A848,35.8,PR
3139300,A539,37.93,MG
3302601,A628,26.93,RJ
3139409,A556,16.16,MG
3139508,A556,25.66,MG
1302702,A133,1.78,AM
2205904,A336,40.52,PI
4114500,A822,30.5,PR
4311759,A826,14.28,RS
2920452,A432,42.79,BA
3139607,A540,0.51,MG
3203304,A540,16.93,ES
4311775,B832,20.76,RS
3139805,A625,32.79,MG
2704906,A327,25.65,AL
1504208,A240,9.17,PA
3528809,A718,41.19,SP
4210407,A867,10.13,SC
5005400,A731,1.01,MS
1504307,A215,20.71,PA
2307650,A305,11.31,CE
2920502,A407,35.32,BA
2704500,A356,48.54,AL
2920601,A406,21.74,BA
2609204,A357,31.58,PE
2307700,A305,18.16,CE
1504406,A215,40.0,PA
3528858,A736,33.1,SP
4311791,B814,26.41,RS
3203320,A622,21.94,ES
4311809,B858,25.74,RS
2920700,A438,22.31,BA
4210506,A857,33.87,SC
3139706,A560,42.87,MG
2509057,A352,26.59,PB
5105580,A946,9.36,MT
4311908,A828,44.42,RS
2307809,A360,7.92,CE
4114609,A820,4.65,PR
2704708,A303,22.43,AL
3203346,A615,25.64,ES
1200351,A137,1.88,AC
4210555,A858,27.25,SC
2509107,A310,45.12,PB
3139904,A531,1.2,MG
4114708,A869,39.89,PR
4114807,A835,16.77,PR
3140001,A513,40.88,MG
4311981,B811,17.6,RS
4312005,A828,36.96,RS
1712504,A041,25.3,TO
3528908,A707,42.93,SP
2704807,A327,39.1,AL
3302700,A667,23.22,RJ
3140100,A532,37.52,MG
3203353,A632,0.77,ES
4115002,A849,18.61,PR
3529005,A763,2.54,SP
4115101,A825,21.69,PR
4115200,A835,1.69,PR
3529104,A733,38.79,SP
3140159,A555,18.75,MG
4115309,A876,21.52,PR
4115358,A820,23.04,PR
3140209,A557,35.87,MG
1504422,A201,12.22,PA
2509156,A333,4.64,PB
3140308,A511,19.0,MG
4115408,A816,33.76,PR
3140407,A529,21.58,MG
4312054,B860,25.57,RS
4115457,B804,32.6,PR
3140506,A560,31.27,MG
3529203,A707,24.66,SP
3140530,A556,31.75,MG
2804003,A409,24.89,SE
4115507,A835,44.78,PR
2920908,A437,37.89,BA
2308005,A306,24.96,CE
2509206,A313,13.81,PB
4210605,A817,42.58,SC
4312104,A889,27.0,RS
2921005,A456,37.42,BA
2106409,A206,30.01,MA
3529302,A747,39.15,SP
2509305,A352,9.87,PB
3140605,A533,37.27,MG
3140704,A535,10.58,MG
3171501,A532,27.46,MG
3140803,A518,12.2,MG
3140852,A539,27.75,MG
2206100,A338,40.49,PI
2921054,A426,34.57,BA
2106508,S108,48.84,MA
2509339,A310,17.46,PB
4115705,A851,30.11,PR
3140902,A556,16.62,MG
4312138,A839,21.45,RS
4312153,A882,30.76,RS
4312179,B844,33.62,RS
4115739,A822,35.32,PR
4210704,A875,21.8,SC
3141108,A569,14.27,MG
2705101,A356,15.49,AL
5105606,A906,26.09,MT
2509396,A321,22.02,PB
3141207,A536,48.88,MG
3529401,A771,22.9,SP
1302900,A122,3.7,AM
1712801,A225,44.4,TO
2407500,A304,35.6,RN
4312203,B861,26.3,RS
1600402,A249,27.71,AP
3141306,A565,22.41,MG
2921104,A522,47.69,BA
1504455,A209,11.06,PA
3141405,A550,39.06,MG
4210803,A867,18.08,SC
1504505,A228,29.66,PA
3302809,A611,18.87,RJ
3141504,A540,46.0,MG
3529500,A735,36.78,SP
4115853,A820,16.93,PR
3141603,A557,39.54,MG
3529609,A729,22.97,SP
2308203,A306,26.04,CE
3529658,A733,22.21,SP
3302858,A621,8.21,RJ
3141702,A511,38.94,MG
2705200,A303,19.05,AL
2921203,A440,29.19,BA
2206308,A362,25.76,PI
3302908,A637,13.82,RJ
3529708,A520,24.96,SP
2308302,A315,36.76,CE
2921302,A434,30.98,BA
3203403,A622,33.68,ES
2705309,A327,29.87,AL
4312252,B813,1.4,RS
5213103,A026,13.29,GO
3529807,A741,12.77,SP
1101203,A939,29.22,RO
3529906,A712,44.73,SP
3303005,A604,31.02,RJ
2106706,A222,40.8,MA
4115903,A869,19.68,PR
3142106,A517,24.12,MG
4312302,A854,28.0,RS
3142205,A517,26.78,MG
2308377,A359,42.96,CE
5005608,A722,18.77,MS
2609303,A370,39.96,PE
3530102,A734,27.55,SP
2921401,A440,29.62,BA
3530201,A850,47.05,SP
5105622,A961,4.32,MT
3142254,A526,36.31,MG
4210852,A861,29.61,SC
2308401,A315,15.9,CE
1504604,A236,38.19,PA
3530508,A738,35.92,SP
4210902,A816,44.91,SC
3142304,A555,34.56,MG
3142403,A536,43.97,MG
2509404,A310,43.09,PB
3530607,A765,36.27,SP
3530706,A739,15.09,SP
3530805,A739,15.34,SP
5213400,A028,45.71,GO
2804102,A451,16.84,SE
1504752,A250,21.77,PA
3530904,A726,25.92,SP
3531001,A735,31.93,SP
4211009,A854,32.88,SC
3531100,A771,39.97,SP
2206407,A362,40.72,PI
2206506,A343,42.63,PI
3142601,A515,25.45,MG
2509503,A313,16.38,PB
3142700,A526,3.7,MG
3203502,A522,38.87,ES
2407708,A352,18.53,RN
4312351,B858,13.95,RS
1504802,A239,0.51,PA
2407807,A304,29.01,RN
5213509,A032,0.33,GO
2804201,A453,24.73,SE
2206605,A364,14.29,PI
3531209,A739,32.29,SP
4312377,A880,20.94,RS
3531308,A764,35.4,SP
3531407,A735,41.07,SP
3142908,A543,27.45,MG
3531506,A764,17.98,SP
4312385,A840,9.63,RS
4211058,A898,29.58,SC
4211108,A864,15.01,SC
3531605,A762,17.83,SP
2407906,A367,35.56,RN
3143153,A550,41.34,MG
3531803,A726,41.72,SP
1101401,A940,48.78,RO
2921500,A442,38.32,BA
3143203,A561,34.04,MG
3143401,A739,23.96,MG
2509701,A334,1.39,PB
3531704,A509,23.18,SP
2705408,A323,25.55,AL
4312401,B814,9.01,RS
3143302,A506,4.88,MG
3143450,A543,44.31,MG
5213756,A025,43.89,GO
5213772,A005,46.97,GO
2308708,A332,0.92,CE
3143500,A528,45.63,MG
2308807,A368,47.67,CE
2614303,A315,46.61,PE
4116109,A825,15.3,PR
2609402,A301,14.75,PE
4312427,A837,23.69,RS
4116208,A873,4.63,PR
5213806,A003,1.37,GO
2308906,A360,13.2,CE
4312443,B841,13.97,RS
3531902,A764,49.39,SP
4211207,A814,16.31,SC
3143609,A538,28.23,MG
2206670,A338,19.99,PI
4211256,A867,26.17,SC
4312450,A811,21.8,RS
4312476,B816,9.26,RS
2107100,A203,41.4,MA
2921807,A543,48.41,BA
3532009,A744,28.03,SP
5213905,A014,21.9,GO
2408003,A318,31.16,RN
4312500,A878,15.92,RS
3532058,A747,19.56,SP
1400308,A135,48.45,RR
2309003,A368,35.15,CE
2921906,A430,46.82,BA
4312609,B859,1.2,RS
2922003,A405,48.88,BA
3203601,A631,31.5,ES
4312617,A844,33.78,RS
4312625,A844,27.63,RS
2509800,A310,29.01,PB
2309102,A314,9.13,CE
2922102,A412,33.39,BA
5005681,S709,43.75,MS
3143807,A744,41.38,MG
4116307,A835,32.83,PR
2922201,A406,37.16,BA
3203700,A633,25.12,ES
2922250,A439,39.24,BA
3203809,A617,26.77,ES
3143906,A517,2.86,MG
2705507,A303,33.11,AL
2206696,A308,43.12,PI
1713957,A048,19.17,TO
2922300,A406,11.58,BA
2922409,A434,27.23,BA
3144003,A657,47.66,MG
5214101,A005,49.78,GO
3532157,A718,38.36,SP
3144300,A522,12.23,MG
4312658,B842,14.62,RS
3144359,A511,49.02,MG
3532207,A707,34.04,SP
2408102,A304,4.97,RN
3144375,A542,42.46,MG
3144409,A531,26.33,MG
3303104,A517,42.77,RJ
3532306,A740,16.12,SP
2509909,A328,34.4,PB
4211306,A868,12.36,SC
5005707,A752,43.14,MS
2922508,A444,37.74,BA
1714302,A224,41.19,TO
2609501,A301,45.48,PE
2206704,A311,42.83,PI
3532405,A744,28.28,SP
3144508,A514,39.59,MG
2510006,A333,8.48,PB
2206720,A312,35.23,PI
2804409,A421,20.35,SE
3144607,A515,41.06,MG
5214507,A002,26.47,GO
3532504,A735,40.0,SP
1303007,A123,48.21,AM
3532603,A729,33.37,SP
4312674,A839,34.28,RS
2922607,A444,29.02,BA
3303203,A621,6.31,RJ
5005806,A758,49.2,MS
3532702,A735,24.03,SP
2408201,A304,28.49,RN
3303302,A627,1.75,RJ
5105903,A944,17.26,MT
4312708,B846,1.17,RS
2922656,A436,27.51,BA
5106000,A949,45.47,MT
2804458,A453,20.86,SE
2804508,A453,1.48,SE
2804607,A451,36.51,SE
4116406,A850,44.64,PR
2804706,A453,43.07,SE
2206753,A376,26.19,PI
5106109,A901,35.36,MT
2804805,A409,13.94,SE
2206803,A338,43.13,PI
3532801,A735,44.45,SP
4116505,A869,39.26,PR
4312757,B858,23.07,RS
5006002,S712,4.5,MS
5214705,A015,38.49,GO
4116604,A842,17.02,PR
5006200,S713,21.73,MS
4312807,A894,13.45,RS
4116703,A825,43.8,PR
5214804,A034,36.21,GO
4312906,A894,16.19,RS
3144672,A540,34.6,MG
4312955,A856,34.32,RS
4313003,B860,12.81,RS
3532827,A714,15.71,SP
5106216,A953,26.08,MT
3532843,A733,44.15,SP
4313011,B845,29.92,RS
4116802,B803,26.22,PR
2107258,A204,45.08,MA
2408300,A352,33.81,RN
3144706,A511,47.62,MG
4211405,A895,33.95,SC
4116901,A835,37.13,PR
4116950,A843,27.9,PR
4313037,A833,24.51,RS
3532900,A737,25.24,SP
4117008,A842,2.22,PR
2510105,A367,31.68,PB
3303401,A624,15.05,RJ
5214861,A015,18.74,GO
5108808,A953,49.16,MT
3533106,A762,16.95,SP
4313060,B816,15.41,RS
2922755,A445,40.76,BA
3303500,A621,12.79,RJ
3533205,A762,40.01,SP
4211454,A895,23.72,SC
2922805,A434,48.6,BA
4117057,B804,16.21,PR
3144805,F501,11.27,MG
4117107,A849,17.02,PR
3533304,A735,43.68,SP
1100338,S110,42.51,RO
5108907,A928,2.79,MT
5106174,A908,45.03,MT
3533403,A726,34.92,SP
4117206,A869,20.3,PR
5106232,A902,21.8,MT
2510204,A373,20.52,PB
2107357,A255,47.72,MA
1303106,A120,35.47,AM
4313086,B818,22.25,RS
4313102,B854,13.56,RS
4313201,B816,15.19,RS
3145059,A563,0.49,MG
4313300,A894,26.65,RS
4117255,A843,26.34,PR
4313334,B843,17.32,RS
2922854,A425,44.49,BA
3145109,A516,48.27,MG
4313359,A840,23.04,RS
4117214,A842,26.59,PR
4313375,B809,12.98,RS
2207959,A331,37.35,PI
4117222,A820,9.62,PR
3145208,A564,35.49,MG
2922904,A458,19.94,BA
4117271,A822,0.97,PR
4211504,A868,39.99,SC
3136603,A521,45.95,MG
3203908,A623,2.69,ES
4211603,A814,21.72,SC
5215009,A002,32.08,GO
2923001,A405,20.98,BA
5106257,A956,2.3,MT
3533254,A736,17.71,SP
4313490,A856,20.46,RS
4313391,B822,31.65,RS
5215231,A046,17.17,GO
4313409,A884,6.79,RS
4211652,A816,4.75,SC
5106273,A914,24.1,MT
5006259,A709,41.18,MS
1715259,A038,34.78,TO
2705606,A357,32.37,AL
4313425,A810,30.62,RS
5106265,A906,33.42,MT
2309409,A342,39.24,CE
2206902,A363,19.78,PI
5215256,A005,42.7,GO
1505064,A235,1.23,PA
2206951,A361,47.03,PI
5106315,A947,0.31,MT
4313441,A854,30.7,RS
2923050,A450,27.09,BA
4313466,A856,31.42,RS
3145372,A552,18.92,MG
3533601,A708,40.82,SP
1505106,A232,2.25,PA
2309458,A314,49.54,CE
3533700,A763,22.97,SP
2207009,A354,5.41,PI
1505205,A236,48.14,PA
1600501,A242,4.44,AP
3533809,A725,44.63,SP
2510402,A373,45.45,PB
2107407,A220,37.63,MA
2705705,A323,27.79,AL
2705804,A371,14.89,AL
2207108,A362,19.25,PI
2705903,A353,35.03,AL
2408409,A340,37.82,RN
3533908,A748,42.85,SP
3145505,A531,29.5,MG
2609600,A301,12.75,PE
2107456,S108,36.08,MA
2923100,A458,34.38,BA
2510501,A313,45.78,PB
3145604,A570,4.13,MG
2923209,A439,36.89,BA
3145703,A557,30.16,MG
2706000,A323,36.31,AL
3145802,A535,44.3,MG
3145851,A510,37.63,MG
3534104,A763,16.27,SP
1505304,A232,39.92,PA
3145877,A556,27.95,MG
5215306,A033,30.14,GO
3534302,A753,41.33,SP
4211702,A814,20.5,SC
2609709,A328,24.01,PE
2609808,A329,33.73,PE
2309508,A319,43.28,CE
3534401,A755,7.99,SP
3534500,A763,33.71,SP
4313508,A834,18.53,RS
3534609,A768,42.69,SP
4211751,A865,41.6,SC
1505403,A248,22.32,PA
2923308,A413,43.01,BA
2609907,A366,2.62,PE
1505437,A234,6.29,PA
3534708,A716,3.56,SP
4117404,A835,26.9,PR
4211801,A841,19.69,SC
3145901,A513,7.09,MG
2408508,A316,29.85,RN
3146008,A530,40.03,MG
3146107,A513,32.16,MG
2510600,A334,31.1,PB
4211850,A858,28.76,SC
3534807,A762,15.88,SP
5215405,A002,47.3,GO
3146206,A527,32.44,MG
4117453,A820,31.15,PR
3534757,A733,28.83,SP
5215504,A034,12.66,GO
3534906,A762,31.88,SP
1505486,A210,0.93,PA
2309607,A305,40.32,CE
1400456,S114,0.31,RR
2309706,A305,20.16,CE
2804904,A421,18.85,SE
2107506,A203,12.46,MA
2309805,A314,4.12,CE
2309904,A368,44.56,CE
3146255,A552,31.07,MG
3146552,A563,39.12,MG
4211876,A895,23.23,SC
4117503,A835,12.83,PR
4313607,B861,18.8,RS
4211892,A865,27.03,SC
3146503,A524,23.7,MG
3146602,A557,32.25,MG
2207355,A365,33.64,PI
2706208,A323,13.02,AL
5215652,A023,39.64,GO
1505494,A044,25.22,PA
2310001,A339,31.52,CE
4211900,A806,6.84,SC
3146701,A517,30.71,MG
4212007,A848,36.12,SC
2310100,A314,16.21,CE
2610004,A357,3.02,PE
4313656,B836,0.49,RS
3535101,A736,6.53,SP
4117602,A876,36.58,PR
1721000,A009,11.21,TO
2923407,A426,44.81,BA
4212056,A865,30.01,SC
3535200,A733,32.85,SP
4313706,A856,2.22,RS
2207405,A326,39.84,PI
2706307,A327,2.13,AL
2207504,A362,37.9,PI
2107605,S108,7.84,MA
2923506,A425,21.63,BA
1713809,A224,14.72,TO
2610103,A322,21.65,PE
5215801,A033,15.25,GO
5215900,A027,33.54,GO
3535309,A716,45.2,SP
4313805,A854,13.31,RS
4212106,A854,45.01,SC
4117909,A820,32.85,PR
5216007,A035,30.96,GO
4313904,B843,18.16,RS
3204005,A632,38.78,ES
2610202,A341,33.97,PE
3535408,S705,22.88,SP
4313953,B813,31.82,RS
2706406,A323,1.43,AL
3146909,A560,32.59,MG
4212205,A864,22.13,SC
2207553,A343,32.84,PI
3147105,A535,20.64,MG
3303609,A601,16.89,RJ
3147006,A571,2.42,MG
1505502,A212,19.42,PA
3147204,A567,26.1,MG
3535507,A718,41.5,SP
4314001,A894,14.42,RS
3303708,A625,11.91,RJ
3535606,A740,30.79,SP
2310258,A359,49.18,CE
3535705,A736,14.64,SP
4212239,A857,24.23,SC
5006275,A730,49.47,MS
4118006,A869,34.42,PR
4314027,B854,28.96,RS
3147303,A706,28.36,MG
2310308,A324,49.93,CE
2310407,A314,35.07,CE
1716208,A010,0.25,TO
2408607,A333,40.06,RN
4118105,A850,30.25,PR
4118204,A847,19.88,PR
5006309,A710,2.52,MS
5216304,A011,6.49,GO
3535804,A725,38.79,SP
4118303,A850,4.9,PR
3535903,A733,6.73,SP
2610301,A322,17.77,PE
5106307,A915,1.84,MT
5006358,A751,42.0,MS
3147402,A569,31.58,MG
3536000,A768,35.49,SP
2510659,A348,44.72,PB
3303807,A619,0.98,RJ
2408706,A372,36.47,RN
1505536,A230,26.4,PA
5216403,A027,3.02,GO
2408805,A344,39.63,RN
4314035,B814,14.08,RS
2706422,A371,47.96,AL
1303403,A123,3.02,AM
2923803,A419,27.47,BA
2706448,A356,19.59,AL
3536208,A766,20.22,SP
3536257,A729,12.28,SP
2207702,A308,20.12,PI
2403251,A304,10.77,RN
2107803,A362,49.88,MA
4314050,B819,20.9,RS
2409100,A367,47.87,RN
3147600,A529,1.34,MG
4314068,B840,8.4,RS
3147709,A570,39.27,MG
3147808,A609,34.52,MG
2409209,A352,41.32,RN
2510709,A321,26.05,PB
2207751,A362,30.94,PI
2610509,A328,28.73,PE
2706505,A356,11.08,AL
4212254,A808,4.62,SC
4314076,A813,17.25,RS
4314100,A839,3.48,RS
3147907,A516,3.88,MG
4212270,A858,38.02,SC
4118451,A820,23.41,PR
4118501,A816,26.63,PR
2510808,A321,6.93,PB
3148004,A562,8.43,MG
3148103,A523,6.58,MG
3148202,A517,17.81,MG
3536307,A708,12.23,SP
3303856,A637,9.37,RJ
1505551,A248,21.05,PA
2610608,A301,29.14,PE
3148301,A510,17.07,MG
4118600,A875,47.03,PR
3536406,S705,24.6,SP
3536505,A726,49.0,SP
2108058,A218,24.74,MA
2610707,A301,17.13,PE
2207801,A330,0.24,PI
3536570,A705,45.3,SP
3148400,A533,40.84,MG
4314134,A828,12.14,RS
2706604,A327,28.37,AL
4212304,A806,40.36,SC
4314159,A882,14.04,RS
2207850,A365,32.86,PI
3148608,A533,48.7,MG
3536703,A705,25.8,SP
2610806,A309,14.5,PE
3148707,A549,33.69,MG
3536802,A744,19.51,SP
3148756,A556,32.61,MG
2511004,A373,13.96,PB
3148806,A510,24.25,MG
3148905,A524,33.63,MG
3149002,A517,38.74,MG
2409506,A344,43.04,RN
2805000,A420,24.52,SE
5106372,A907,21.38,MT
3149101,A531,12.7,MG
3536901,A729,23.13,SP
2924108,A413,35.04,BA
4314175,B823,25.64,RS
2511202,A320,39.62,PB
3149150,A559,17.45,MG
4212403,A814,16.08,SC
3537008,A753,33.22,SP
3537107,A739,37.43,SP
2108207,A220,41.77,MA
2805109,A417,15.75,SE
1716505,A020,0.51,TO
2924207,A371,45.49,BA
2409704,A317,45.53,RN
3204054,A616,42.92,ES
2108256,A255,47.01,MA
5006408,S714,2.99,MS
2207900,A335,41.84,PI
2207934,A331,33.15,PI
3149309,A569,24.11,MG
4314209,A887,39.45,RS
2512721,A352,19.5,PB
3149408,A518,39.71,MG
2409803,A352,16.85,RN
1716604,A018,1.25,TO
5106422,A906,31.72,MT
4314308,A853,19.52,RS
4314407,A887,7.84,RS
2310605,A370,26.44,CE
3537305,A735,40.05,SP
2409902,A317,19.11,RN
2706703,A421,23.44,AL
4212502,A868,22.62,SC
2310704,A359,49.33,CE
3149507,A518,26.77,MG
3149606,A535,38.27,MG
3149705,A564,33.41,MG
3149804,A505,46.6,MG
3149903,A570,48.12,MG
3537404,S717,45.87,SP
2310803,A358,23.33,CE
2108405,S108,13.7,MA
3149952,A532,45.26,MG
4212601,A841,40.92,SC
4118857,A825,48.74,PR
4118907,A824,46.25,PR
4119004,A855,11.78,PR
4212650,A866,24.19,SC
2610905,A309,40.24,PE
4212700,A863,13.73,SC
2611101,A307,2.26,PE
3303906,A610,11.87,RJ
2706802,A421,9.19,AL
3537701,A768,38.96,SP
2511301,A373,27.23,PB
2924306,A430,1.09,BA
3150109,A557,6.77,MG
4314423,B816,12.49,RS
2208007,A343,6.97,PI
2511400,A367,47.4,PB
3537800,A713,35.91,SP
3150158,A554,6.96,MG
3150307,A514,40.75,MG
3150406,A513,49.67,MG
4119103,A862,21.97,PR
2924405,A449,1.64,BA
2511509,A320,46.36,PB
2706901,A303,20.94,AL
5216908,A015,24.7,GO
3537909,A715,29.65,SP
2511608,A310,16.64,PB
2511707,A310,25.38,PB
3150505,A524,36.7,MG
1100189,A939,35.98,RO
2208106,A363,42.62,PI
2924504,A426,32.32,BA
3538006,A728,14.37,SP
2707008,A327,36.52,AL
2924603,A428,41.09,BA
3538105,A736,9.14,SP
1717008,A053,42.83,TO
2310852,A305,33.99,CE
3150539,A511,28.18,MG
